CodProj;Ano Carregamento;Recursos Humanos;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Serviço de Terceiros;Custo Total Previsto
PD-05697-5708;2010;$612.480,00;$16.800,00;;;;$40.000,00;$669.280,00
PD-05697-5712;2012;$1.289.240,00;$80.200,00;$175.340,00;$925.800,00;;$46.480,00;$2.517.060,00
PD-05697-5808;2010;$516.200,00;$16.800,00;;;;$144.000,00;$677.000,00
PD-05697-5812;2012;$1.264.120,00;$103.500,00;$352.000,00;$590.000,00;$40.000,00;$80.000,00;$2.429.620,00
PD-05697-5912;2012;$1.856.560,00;$27.000,00;$111.712,00;;$8.000,00;$62.000,00;$2.065.272,00
PD-05697-6012;2012;$2.310.620,00;$49.100,00;$225.496,00;;$12.000,00;$222.000,00;$2.819.216,00
PD-05697-6108;2010;$182.994,00;$40.000,00;$263.750,00;$31.740,00;$399.000,00;$147.000,00;$1.064.484,00
PD-05697-6112;2012;$1.782.520,00;$28.400,00;$160.000,00;;;$51.000,00;$2.021.920,00
PD-05697-6208;2010;$281.917,00;$23.850,00;$186.000,00;$29.392,00;$84.800,00;$255.900,00;$861.859,00
PD-05697-6212;2012;$1.047.060,00;$44.820,00;$5.524,00;$150.000,00;;$100.000,00;$1.347.404,00
PD-05697-6308;2010;$28.800,00;;;;;;$28.800,00
PD-05697-6312;2012;$1.200.960,00;$27.000,00;$101.960,00;$6.000,00;$341.000,00;;$1.676.920,00
PD-05697-6408;2010;$304.032,00;$25.300,00;$29.900,00;$84.240,00;$63.580,00;$8.000,00;$515.052,00
PD-05697-6412;2012;$878.640,00;$31.908,00;$9.250,00;;;;$919.798,00
PD-05697-6512;2012;$876.600,00;$62.400,00;$53.900,00;$12.000,00;$12.000,00;$62.000,00;$1.078.900,00
PD-05697-6612;2012;$507.360,00;$10.000,00;;$13.500,00;$3.000,00;;$533.860,00
PD-05697-6712;2012;$1.074.590,00;$8.000,00;$53.720,00;$114.600,00;;;$1.250.910,00
PD-05697-6808;2010;$272.640,00;$12.800,00;$26.800,00;$18.000,00;$50.350,00;$40.094,00;$420.684,00
PD-05697-6812;2012;$941.120,00;$10.000,00;$7.000,00;$100.000,00;$122.000,00;$351.000,00;$1.531.120,00
PD-05697-6908;2010;$456.000,00;$47.480,00;$64.658,00;$16.000,00;$37.000,00;$118.900,00;$740.038,00
PD-05697-6912;2012;$979.480,00;$24.000,00;$8.500,00;$20.000,00;$160.000,00;$375.000,00;$1.566.980,00
PD-05697-7008;2010;$167.000,00;$43.600,00;;$45.800,00;$21.400,00;$278.640,00;$556.440,00
PD-05697-7012;2012;$1.064.160,00;$13.200,00;$58.800,00;$86.400,00;$95.000,00;;$1.317.560,00
PD-05697-7108;2010;$268.900,00;$50.400,00;;$87.000,00;$62.600,00;$135.680,00;$604.580,00
PD-05697-7112;2012;$874.560,00;$19.200,00;$57.200,00;$14.400,00;;$80.000,00;$1.045.360,00
PD-05697-7312;2012;$1.096.460,00;$23.000,00;$31.000,00;;;;$1.150.460,00
PD-05697-7408;2010;$360.000,00;$42.000,00;$43.200,00;$24.000,00;$143.500,00;$48.000,00;$660.700,00
PD-05697-7412;2012;$1.380.700,00;$28.000,00;$31.000,00;$60.000,00;$44.000,00;$130.000,00;$1.673.700,00
PD-05697-7508;2010;$269.400,00;$10.800,00;$16.000,00;$9.900,00;$24.950,00;$23.600,00;$354.650,00
PD-05697-7512;2012;$1.162.260,00;$19.000,00;$31.000,00;;$40.000,00;$80.000,00;$1.332.260,00
PD-05697-7612;2012;$1.323.460,00;$20.000,00;$27.000,00;$15.000,00;$72.000,00;$80.000,00;$1.537.460,00
PD-05697-7712;2012;$1.129.960,00;$19.000,00;$31.000,00;$20.000,00;$80.000,00;$90.000,00;$1.369.960,00
PD-05697-7808;2010;$380.400,00;$63.730,00;$106.200,00;$73.000,00;$186.500,00;;$809.830,00
PD-05697-7812;2012;$1.365.600,00;$33.000,00;$31.000,00;$15.000,00;$54.000,00;$40.000,00;$1.538.600,00
PD-05697-7908;2010;$443.520,00;$54.000,00;$33.051,00;$31.000,00;$28.500,00;$99.749,00;$689.820,00
PD-05697-7912;2012;$1.292.549,50;$19.200,00;$618.862,08;$166.100,00;$4.497.250,00;$409.500,00;$7.003.461,58
PD-05697-8008;2010;$385.920,00;$36.000,00;$38.156,00;$43.000,00;$232.000,00;$56.844,00;$791.920,00
PD-05697-8108;2010;$486.720,00;$36.000,00;$39.196,00;$43.000,00;$152.000,00;$55.804,00;$812.720,00
PD-05697-8112;2012;$460.920,00;$8.800,00;$24.605,00;$2.700,00;$42.000,00;$18.000,00;$557.025,00
PD-05697-8208;2010;$179.280,00;$8.000,00;$9.000,00;$5.000,00;$2.500,00;$5.000,00;$208.780,00
PD-05697-8212;2012;$904.370,00;$24.000,00;$68.300,00;$16.000,00;$507.000,00;$105.500,00;$1.625.170,00
PD-05697-8308;2010;$374.400,00;$22.200,00;$45.000,00;$48.000,00;$76.600,00;$63.500,00;$629.700,00
PD-05697-8312;2012;$939.360,00;$75.480,00;$15.000,00;$14.000,00;$111.400,00;$122.000,00;$1.277.240,00
PD-05697-8408;2010;$381.600,00;$33.596,00;;$51.980,00;$224.200,00;$61.032,00;$752.408,00
PD-05697-8412;2012;$53.760,00;;;;;;$53.760,00
PD-05697-8508;2010;$259.200,00;$2.000,00;$14.200,00;$3.600,00;$6.800,00;$1.500,00;$287.300,00
PD-05697-8512;2012;$566.880,00;;$59.515,68;;$5.398,00;$20.000,00;$651.793,68
PD-05697-8708;2010;$243.420,00;$18.300,00;$14.000,00;$9.000,00;$23.900,00;$9.000,00;$317.620,00
PD-05697-8712;2012;$950.490,00;$26.000,00;$139.920,00;$52.000,00;$160.000,00;$32.500,00;$1.360.910,00
PD-05697-8808;2010;$43.391,00;$6.000,00;$9.440,00;$15.400,00;$184.000,00;$61.000,00;$319.231,00
PD-05697-8812;2012;$1.332.560,00;$52.800,00;$10.800,00;$19.200,00;$18.000,00;;$1.433.360,00
PD-05697-8901;2010;$314.535,00;$50.000,00;$64.000,00;$20.000,00;$17.400,00;$362.335,00;$828.270,00
PD-05697-8912;2012;$454.640,00;$87.200,00;$124.810,00;$144.770,00;$73.050,00;$36.400,00;$920.870,00
PD-05697-9008;2010;$148.800,00;$15.000,00;$25.000,00;$20.000,00;$65.000,00;$30.000,00;$303.800,00
PD-05697-9012;2012;$1.679.440,00;$87.000,00;$130.000,00;$290.500,00;$764.000,00;$16.000,00;$2.966.940,00
PD-05697-9112;2012;$631.020,00;$79.558,00;$72.916,50;$5.472,00;$2.600,00;$45.000,00;$836.566,50
PD-05697-9208;2010;$488.520,00;$41.700,00;;$1.400,00;$18.000,00;$54.000,00;$603.620,00
PD-05697-9212;2012;$485.165,00;$65.380,00;$62.558,45;$4.864,00;$2.600,00;$15.000,00;$635.567,45
PD-05697-9308;2010;$191.040,00;$30.000,00;;$47.500,00;$270.500,00;$287.900,00;$826.940,00
PD-05697-9512;2012;$665.260,00;$33.500,00;$67.813,44;$51.067,49;$585.211,00;$11.370,00;$1.414.221,93
PD-05697-9712;2012;$288.480,00;$6.400,00;$52.629,18;$1.600,00;$8.254,00;;$357.363,18
PD-05697-9812;2012;$616.440,00;$35.000,00;$201.600,00;$3.000,00;$86.620,00;$61.100,00;$1.003.760,00
PD-05697-9912;2012;$247.680,00;$4.000,00;;$34.200,00;$232.000,00;$64.000,00;$581.880,00
PD-05703-0001;2012;$312.510,00;$53.059,34;;;;;$365.569,34
PD-05703-001_;2012;$312.510,00;$53.059,34;;;;;$365.569,34
PD-05703-002_;2013;$312.510,00;$53.059,34;;;;;$365.569,34
PD-05707-0014;2012;$569.640,00;$89.000,00;$33.100,00;$150.000,00;$2.110.000,00;$639.320,00;$3.591.060,00
PD-05707-0902;2010;$132.451,37;$12.490,00;$16.689,36;$2.000,00;$13.060,00;;$176.690,73
PD-05707-0904;2010;$60.203,12;$6.444,00;$30.993,98;$13.300,00;$141.836,48;$4.130,00;$256.907,58
PD-05707-0908;2010;$77.345,76;$22.000,00;$33.161,00;$23.150,00;$91.000,00;;$246.656,76
PD-05707-0918;2010;$599.287,20;$37.194,50;$47.154,32;$71.900,00;$163.000,00;$123.720,00;$1.042.256,02
PD-05707-0921;2010;$93.350,00;$15.000,00;$95.600,00;$77.220,00;$55.000,00;$69.161,64;$405.331,64
PD-05707-0940;2010;$290.428,80;$13.000,00;$39.602,00;$1.500,00;$6.500,00;$54.000,00;$405.030,80
PD-05707-0941;2010;$470.543,04;$46.000,00;$75.189,00;$4.500,00;$124.850,00;$111.000,00;$832.082,04
PD-05707-0943;2010;$219.970,00;$29.880,00;$40.937,66;$43.200,00;;$83.431,58;$417.419,24
PD-05707-0951;2010;$183.458,40;$6.685,00;$8.429,00;$30.098,00;$1.800,00;$27.248,00;$257.718,40
PD-05707-0952;2010;$365.607,36;$2.280,00;$32.050,32;$108.700,00;$179.800,00;$22.150,00;$710.587,68
PD-05707-0956;2010;$304.288,90;$21.200,00;$14.560,00;$16.000,00;$170.500,00;$50.005,00;$576.553,90
PD-05707-0961;2010;$617.677,58;$40.220,01;$13.875,00;;;;$671.772,59
PD-05707-1101;2011;$14.225,00;$5.000,00;$5.000,00;$5.000,00;$255.000,00;$45.000,00;$329.225,00
PD-05707-1311;2011;$683.186,00;$46.400,00;$219.000,00;$62.000,00;$51.000,00;$302.280,00;$1.363.866,00
PD-05707-1312;2012;$683.186,00;$46.400,00;$219.000,00;$62.000,00;$51.000,00;$302.280,00;$1.363.866,00
PD-05707-1321;2011;$261.160,00;$48.000,00;;$20.000,00;$200.000,00;$400.000,00;$929.160,00
PD-05707-1351;2011;$788.993,92;$17.820,00;;;$315.726,28;$174.077,14;$1.296.617,34
PD-05707-1371;2011;$3.548.750,00;$90.000,00;$185.000,00;;$100.000,00;$250.000,00;$4.173.750,00
PD-05707-1372;2012;$3.548.750,00;$90.000,00;$185.000,00;;$100.000,00;$250.000,00;$4.173.750,00
PD-05707-1381;2011;$496.380,00;$11.000,00;$75.000,00;$10.000,00;$120.000,00;$75.000,00;$787.380,00
PD-05707-1382;2011;$668.975,00;$36.000,00;;;$120.000,00;$63.000,00;$887.975,00
PD-05707-1901;2019;;$10.000,00;$150.000,00;$7.000,00;$389.000,00;$60.400,00;$616.400,00
PD-05707-1906;2019;$897.600,00;$76.940,50;$177.427,08;$133.340,00;$743.679,08;$185.000,00;$2.213.986,66
PD-05707-2001;2020;$1.569.703,05;$128.000,00;$389.812,00;$19.800,00;$1.654.670,00;$380.000,00;$4.141.985,05
PD-05707-2002;2020;$755.400,00;$96.000,00;$91.200,00;$14.000,00;$276.000,00;$626.000,00;$1.858.600,00
PD-05707-2003;2020;$434.800,00;$40.000,00;$80.000,00;;$100.000,00;$320.000,00;$974.800,00
PD-05707-2004;2020;$581.400,00;$95.400,00;$90.288,00;$13.960,00;$455.898,00;$65.000,00;$1.301.946,00
PD-05707-2005;2020;$1.449.542,28;$279.800,00;$412.159,38;$20.800,00;$282.400,00;$675.000,00;$3.119.701,66
PD-05707-2006;2020;$402.960,01;$38.700,00;$102.734,10;$5.000,00;$252.848,00;$517.811,35;$1.320.053,46
PD-05707-2008;2020;$276.000,00;$45.600,00;$98.400,00;$9.000,00;$25.000,00;$242.000,00;$696.000,00
PD-05707-2018;2019;$888.000,00;$133.000,00;$43.860,00;$64.000,00;$1.078.236,00;$2.691.268,00;$4.898.364,00
PD-05707-2101;2021;$992.160,00;$216.800,00;$229.000,00;$190.000,00;$2.689.000,00;$264.000,00;$4.580.960,00
PD-05707-2102;2021;$902.760,00;$224.800,00;$140.000,00;$392.000,00;$511.202,23;$800.000,00;$2.970.762,23
PD-05707-2104;2021;$739.440,00;$50.000,00;$218.128,00;$25.000,00;$559.200,00;$250.000,00;$1.841.768,00
PD-05707-2105;2021;$945.360,00;$67.020,00;$421.170,00;$14.200,00;$439.650,00;$476.000,00;$2.363.400,00
PD-05707-2106;2021;$581.280,00;$40.000,00;$165.960,00;$5.000,00;$244.200,00;$300.000,00;$1.336.440,00
PD-05707-2112;2021;$708.480,00;$50.480,00;$125.682,00;$12.840,00;$435.840,00;$144.000,00;$1.477.322,00
PD-05707-2113;2021;$489.120,00;$45.000,00;$178.596,00;$5.000,00;$323.200,00;$250.400,00;$1.291.316,00
PD-05707-2114;2021;$342.720,00;$80.200,00;$161.365,69;$6.000,00;$153.536,94;$138.760,00;$882.582,63
PD-05707-2116;2021;$1.349.280,00;$36.800,00;$250.842,14;$10.000,00;$985.486,64;$704.995,20;$3.337.403,98
PD-05707-2117;2021;$314.280,00;$30.000,00;$69.300,00;$20.000,00;$178.000,00;$270.000,00;$881.580,00
PD-05707-2118;2021;$374.880,00;$58.180,00;$120.852,00;$7.200,00;$343.000,00;$31.400,00;$935.512,00
PD-05707-2301;2012;$228.900,00;$36.000,00;$14.000,00;$5.100,00;$8.150,00;$20.000,00;$312.150,00
PD-05707-2302;2012;$457.500,00;$96.000,00;$61.000,00;$12.840,00;$52.200,00;$7.200,00;$686.740,00
PD-05707-2303;2012;$1.761.572,00;$96.000,00;$96.000,00;$220.000,00;$340.000,00;$949.800,00;$3.463.372,00
PD-05707-2304;2012;$266.450,00;$19.090,00;$29.326,88;$4.000,00;;$2.520,00;$321.386,88
PD-05707-2305;2012;$527.158,00;;;$8.000,00;$21.600,00;$1.148.071,98;$1.704.829,98
PD-05707-2306;2012;$716.700,00;$48.000,00;$81.300,00;$3.000,00;$70.000,00;$20.000,00;$939.000,00
PD-05707-2307;2012;$858.100,00;$37.500,00;$5.000,00;;$150.000,00;$90.000,00;$1.140.600,00
PD-05707-2308;2012;$535.060,00;$48.100,00;$85.467,78;$25.500,00;$27.750,00;$12.900,00;$734.777,78
PD-05707-2309;2012;$847.100,00;$65.200,00;$115.860,00;$3.000,00;$190.000,00;$38.400,00;$1.259.560,00
PD-05707-2310;2012;$610.660,00;$52.200,00;;$600,00;$15.000,00;;$678.460,00
PD-05707-2311;2012;$635.100,00;$41.200,00;$79.420,00;$3.000,00;$45.000,00;$35.000,00;$838.720,00
PD-05707-2312;2012;$561.560,00;$90.000,00;$47.082,10;$70.000,00;$150.000,00;$70.000,00;$988.642,10
PD-05707-2313;2012;$727.625,00;$70.000,00;$158.000,00;$72.500,00;$213.000,00;$194.000,00;$1.435.125,00
PD-05707-2314;2012;$995.400,00;$181.900,00;$181.200,00;$831.400,00;$890.100,00;$150.300,00;$3.230.300,00
PD-05707-2315;2012;$933.850,00;$35.000,00;$90.000,00;$249.350,00;$426.100,00;$40.000,00;$1.774.300,00
PD-05707-2316;2012;$610.060,00;$28.000,00;$48.628,12;$3.000,00;$56.200,00;;$745.888,12
PD-05707-2317;2012;$286.500,00;$60.000,00;$69.000,00;$186.000,00;$63.000,00;$60.000,00;$724.500,00
PD-05707-2318;2012;$554.580,00;$20.130,00;;$739,50;;$262.869,65;$838.319,15
PD-05707-2319;2012;$259.100,00;$25.000,00;$71.250,00;$30.000,00;$55.000,00;$50.000,00;$490.350,00
PD-05707-2320;2012;$675.125,00;$43.480,00;;$2.000,30;$117.616,05;$382.915,54;$1.221.136,89
PD-05707-2321;2012;$4.490.800,00;$80.000,00;$492.000,00;;$2.609.000,00;$620.000,00;$8.291.800,00
PD-05707-2322;2012;$171.840,00;$31.380,00;;$1.508,40;$11.399,80;$98.771,05;$314.899,25
PD-05707-2323;2012;$269.400,00;$12.000,00;$15.000,00;$3.400,00;$12.000,00;$3.200,00;$315.000,00
PD-05707-2324;2012;$525.900,00;$36.000,00;$146.908,00;$75.000,00;$17.000,00;$164.600,00;$965.408,00
PD-05707-2325;2012;$971.640,00;$54.000,00;$30.000,00;$129.000,00;$286.000,00;$17.000,00;$1.487.640,00
PD-05707-2326;2012;$267.400,00;$60.000,00;$117.200,00;$58.000,00;$668.000,00;$60.000,00;$1.230.600,00
PD-05707-2327;2012;$242.800,00;$25.200,00;$20.934,80;$8.800,00;$13.900,00;;$311.634,80
PD-05707-2328;2012;$302.800,00;$135.300,00;$101.700,00;$213.000,00;$255.000,00;$60.000,00;$1.067.800,00
PD-05707-2329;2012;$284.600,00;$5.000,00;$2.000,00;$10.000,00;$86.000,00;$70.790,00;$458.390,00
PD-05707-2330;2012;$961.200,00;$22.500,00;;$18.000,00;$200.000,00;$50.000,00;$1.251.700,00
PD-05707-4301;2016;$517.988,40;$45.000,00;$97.350,00;$15.000,00;$459.000,00;$83.000,00;$1.217.338,40
PD-05707-5301;2016;$517.350,00;$47.450,00;$52.713,00;$3.750,00;$283.000,00;$150.000,00;$1.054.263,00
PD-05707-5302;2018;$468.440,87;$93.920,00;$78.850,78;$207.757,69;$77.900,00;$55.050,20;$981.919,54
PD-05785-0014;2012;$968.639,04;$88.888,88;;$197.777,86;$290.000,00;$4.443.165,84;$5.988.471,62
PD-05785-0905;2010;$280.598,40;$30.000,00;;$4.800,00;$28.500,00;$58.275,00;$402.173,40
PD-05785-0910;2010;$236.423,76;$52.980,00;$19.006,60;$60.000,00;$53.000,00;;$421.410,36
PD-05785-0926;2011;$355.815,86;$6.600,00;$36.843,12;$12.000,00;$24.800,00;$8.500,00;$444.558,98
PD-05785-0939;2010;$277.960,00;$37.102,00;$40.000,00;$17.000,00;$63.000,00;;$435.062,00
PD-05785-0947;2010;$627.984,00;$46.800,00;$170.000,00;;$69.500,00;$252.611,00;$1.166.895,00
PD-05785-0953;2010;$191.675,52;$4.000,00;$7.000,00;$44.675,00;$93.900,00;$37.000,00;$378.250,52
PD-05785-0954;2010;$267.551,18;$20.000,00;$11.360,00;$13.600,00;$56.000,00;$46.934,00;$415.445,18
PD-05785-1003;2011;$448.219,00;$12.600,00;$204.500,00;$5.400,00;$9.250,00;$19.200,00;$699.169,00
PD-05785-1004;2011;$115.700,00;;$19.535,20;$34.500,00;$217.500,00;$24.000,00;$411.235,20
PD-05785-1006;2011;$355.814,00;$10.872,80;$2.400,00;$243.816,00;$615.762,00;$262.200,00;$1.490.864,80
PD-05785-1111;2011;$934.350,00;$100.800,00;$170.000,00;$5.000,00;$128.000,00;$441.600,00;$1.779.750,00
PD-05785-1113;2011;$3.110.880,00;$85.000,00;$3.162.737,96;$1.675.000,00;$3.430.000,00;$253.200,00;$11.716.817,96
PD-05785-1121;2011;$305.000,00;$35.000,00;$130.000,00;$20.000,00;$20.000,00;$15.000,00;$525.000,00
PD-05785-1131;2011;$405.000,00;$10.000,00;;$5.000,00;;;$420.000,00
PD-05785-1141;2011;$531.027,00;$12.000,00;$48.591,70;$40.847,00;$180.000,00;$108.287,00;$920.752,70
PD-05785-1142;2011;$317.200,00;$5.200,00;;$19.200,00;$182.800,00;;$524.400,00
PD-05785-1143;2011;$288.457,00;$103.840,00;$40.000,00;$9.000,00;$215.000,00;$27.500,00;$683.797,00
PD-05785-1151;2011;$17.482,00;;;;;;$17.482,00
PD-05785-1211;2011;$618.750,00;$70.000,00;$145.000,00;$100.000,00;$520.000,00;$200.000,00;$1.653.750,00
PD-05785-1221;2011;$338.707,00;$20.000,00;$58.000,00;$8.000,00;$169.000,00;$138.500,00;$732.207,00
PD-05785-1231;2011;$403.720,00;$83.900,00;$58.100,00;$142.200,00;$12.000,00;$172.080,00;$872.000,00
PD-05785-1241;2011;$559.855,00;$57.400,00;$95.709,00;$3.000,00;$18.500,00;;$734.464,00
PD-05785-1242;2011;$529.055,00;$40.000,00;$34.000,00;$24.000,00;$50.000,00;;$677.055,00
PD-05785-1261;2011;$260.397,00;$42.000,00;$21.600,00;$26.800,00;$126.740,00;$152.400,00;$629.937,00
PD-05785-1271;2012;$260.397,00;$42.000,00;$21.600,00;$26.800,00;$126.740,00;$152.400,00;$629.937,00
PD-05785-1902;2019;$984.960,00;$556.000,00;$264.000,00;;$396.000,00;$484.000,00;$2.684.960,00
PD-05785-1903;2019;$120.000,00;$30.000,00;$67.000,00;$30.000,00;$100.000,00;$10.000,00;$357.000,00
PD-05785-1904;2019;$140.000,00;$35.000,00;$69.500,00;$10.000,00;$150.000,00;$5.000,00;$409.500,00
PD-05785-1905;2019;$431.232,00;$96.200,00;$62.160,00;$29.650,00;$379.200,00;$100.000,00;$1.098.442,00
PD-05785-2007;2020;$863.780,00;$216.000,00;$148.100,00;;$650.000,00;;$1.877.880,00
PD-05785-2018;2019;$1.157.000,00;$507.160,00;$452.000,00;$335.000,00;$8.551.000,00;$2.770.000,00;$13.772.160,00
PD-05785-2019;2019;$1.615.200,00;$507.160,00;$452.000,00;$335.000,00;$8.551.000,00;$2.770.000,00;$14.230.360,00
PD-05785-2102;2012;$2.747.620,00;$78.000,00;$278.500,00;$49.650,00;$492.000,00;$245.680,00;$3.891.450,00
PD-05785-2103;2012;$777.600,00;$131.700,00;$327.130,80;$36.000,00;$218.021,30;$699.296,40;$2.189.748,50
PD-05785-2104;2012;$935.060,60;;$530.000,00;$100.000,00;$3.281.380,00;$2.577.351,00;$7.423.791,60
PD-05785-2105;2012;$165.420,00;$17.000,00;;$118.000,00;$220.000,00;$163.000,00;$683.420,00
PD-05785-2106;2012;$60.000,00;$75.000,00;$50.000,00;$25.000,00;$125.000,00;$25.000,00;$360.000,00
PD-05785-2107;2012;$817.600,00;$72.760,00;$89.716,08;$5.220,00;$695.899,97;$180.000,00;$1.861.196,05
PD-05785-2108;2012;$247.500,00;$50.000,00;$130.000,00;$60.000,00;$130.000,00;$120.000,00;$737.500,00
PD-05785-2110;2012;$335.040,00;$68.500,00;$163.390,60;$6.000,00;$260.246,03;$86.000,00;$919.176,63
PD-05785-2112;2012;$587.100,00;$8.000,00;;$4.000,00;$60.000,00;;$659.100,00
PD-05785-2115;2012;$451.200,00;$34.008,00;$170.577,84;$60.000,00;$519.400,00;$28.008,00;$1.263.193,84
PD-05785-2116;2012;$1.450.800,00;$19.200,00;;$2.500,00;$117.500,00;;$1.590.000,00
PD-05785-2117;2012;$1.327.800,00;$41.400,00;$10.000,00;$5.000,00;$30.000,00;$463.480,00;$1.877.680,00
PD-05785-2119;2021;$756.000,00;$53.000,00;$220.000,00;$46.000,00;$450.000,00;$450.000,00;$1.975.000,00
PD-05785-2120;2012;$520.420,00;;$86.738,82;;;;$607.158,82
PD-05785-2121;2012;$630.940,00;;$110.160,00;;;$30.000,00;$771.100,00
PD-05785-2122;2012;$449.757,38;$66.852,36;$22.284,12;$44.568,24;$275.041,78;$89.136,50;$947.640,38
PD-05785-2123;2012;$823.140,00;$32.400,00;$312.850,00;$41.100,00;$24.000,00;$226.500,00;$1.459.990,00
PD-05785-2124;2012;$739.100,00;$20.000,00;$71.400,00;$180.000,00;$440.000,00;$32.000,00;$1.482.500,00
PD-05785-2125;2012;$217.100,00;$20.000,00;;$40.000,00;$200.000,00;$50.000,00;$527.100,00
PD-05785-2126;2012;$345.800,00;$30.000,00;$34.310,00;$84.560,00;$50.200,00;$14.400,00;$559.270,00
PD-05785-2127;2012;$262.900,00;$30.000,00;$36.300,00;$90.000,00;$250.000,00;$90.000,00;$759.200,00
PD-05785-2128;2012;$244.500,00;$41.800,00;$27.400,00;$5.000,00;$10.000,00;$19.000,00;$347.700,00
PD-05785-2129;2012;$399.200,00;$5.000,00;$34.088,00;$5.000,00;$167.000,00;$63.472,00;$673.760,00
PD-05785-2130;2012;$281.340,00;$37.500,00;;$4.500,00;$225.000,00;;$548.340,00
PD-05785-2131;2012;$362.000,00;$5.000,00;$2.000,00;$32.000,00;$298.500,00;$61.515,00;$761.015,00
PD-05785-2132;2012;$436.000,00;$10.000,00;$10.000,00;$12.000,00;$62.500,00;$82.815,00;$613.315,00
PD-05785-2133;2012;$1.803.000,00;$48.000,00;;;$180.000,00;;$2.031.000,00
PD-05785-2134;2012;$264.600,00;$50.000,00;$28.500,00;$70.000,00;$80.000,00;$89.500,00;$582.600,00
PD-05785-2201;2013;$540.598,00;$20.000,00;$110.400,00;$42.600,00;$78.000,00;$360.000,00;$1.151.598,00
PD-05785-2202;2012;$403.720,00;$83.900,00;$76.250,00;$95.000,00;$41.050,00;$172.080,00;$872.000,00
PD-05785-2203;2012;$740.900,00;$41.200,00;$88.600,00;$3.000,00;$71.000,00;;$944.700,00
PD-05785-2204;2012;$610.760,00;$187.000,00;$4.000,00;;$810.000,00;$359.400,00;$1.971.160,00
PD-05785-2205;2012;$495.980,00;;$82.672,95;;;;$578.652,95
PD-05785-2206;2012;$564.725,04;$10.000,00;$81.801,36;$18.000,00;$48.500,00;$9.000,00;$732.026,40
PD-05785-2207;2012;$312.700,00;$50.000,00;$185.500,00;$40.000,00;$12.000,00;$120.000,00;$720.200,00
PD-05785-2208;2012;$615.750,00;$70.000,00;$145.000,00;$100.000,00;$520.000,00;$200.000,00;$1.650.750,00
PD-05785-4101;2015;$765.518,00;$96.000,00;$84.000,00;$100.000,00;$108.000,00;$1.011.960,00;$2.165.478,00
PD-05785-4201;2015;$488.835,00;$62.500,00;$50.680,00;$40.000,00;$319.580,00;$82.000,00;$1.043.595,00
PD-05785-4202;2016;$702.862,00;$161.000,00;$39.000,00;$15.000,00;$511.000,00;$345.000,00;$1.773.862,00
PD-05785-5201;2016;$350.000,00;$55.400,00;$20.000,00;$27.000,00;$190.500,00;$180.000,00;$822.900,00
PD-05785-5202;2016;$370.800,00;$40.000,00;$96.000,00;$20.000,00;$574.000,00;$200.000,00;$1.300.800,00
PD-05785-5203;2016;$577.200,00;$40.000,00;$180.160,00;$6.000,00;$232.600,00;$626.500,00;$1.662.460,00
PD-06072-0218;2010;$448.288,00;$13.200,00;$60.000,00;$6.000,00;$40.000,00;$116.000,00;$683.488,00
PD-06072-0220;2010;$241.478,82;$24.000,00;$102.893,00;$6.000,00;$16.000,00;$82.000,00;$472.371,82
PD-06072-0221;2009;$397.128,00;$30.000,00;$52.236,00;$52.000,00;$21.000,00;;$552.364,00
PD-06072-0239;2010;$347.683,68;$34.000,00;$51.000,00;$2.000,00;$62.000,00;$10.000,00;$506.683,68
PD-06072-0246;2011;$987.795,20;$87.000,00;$70.450,00;;$264.000,00;$140.000,00;$1.549.245,20
PD-06072-0253;2010;$486.080,00;$27.000,00;$60.166,00;$16.200,00;$322.800,00;$319.800,00;$1.232.046,00
PD-06072-0263;2011;$425.504,72;;$38.915,00;$1.000,00;$7.000,00;$76.000,00;$548.419,72
PD-06072-0264;2011;$771.840,00;$20.000,00;$79.743,50;$194.000,00;$254.190,00;$69.000,00;$1.388.773,50
PD-06072-0267;2011;$568.314,28;$69.000,00;$131.632,50;$20.000,00;$76.000,00;$452.000,00;$1.316.946,78
PD-06072-0269;2011;$387.106,08;$10.000,00;$39.793,93;$38.000,00;$56.000,00;$35.000,00;$565.900,01
PD-06072-0276;2011;$137.803,52;;;;;;$137.803,52
PD-06072-0277;2011;$563.267,92;$91.000,00;;$10.080,00;$83.000,00;$734.005,00;$1.481.352,92
PD-06072-0279;2011;$471.150,00;$15.000,00;$183.632,95;;$40.942,00;$103.417,00;$814.141,95
PD-06072-0286;2015;$735.303,46;$28.500,00;$75.522,00;$2.400,00;$1.198.000,00;$157.000,00;$2.196.725,46
PD-06072-0288;2015;$567.600,00;$7.500,00;$73.225,81;;$104.616,14;$61.200,00;$814.141,95
PD-06072-0289;2015;$484.498,42;$69.000,00;$145.771,38;$20.000,00;$76.000,00;$378.000,00;$1.173.269,80
PD-06072-0290;2015;$130.460,00;;;;;;$130.460,00
PD-06072-0291;2015;$563.267,92;$91.000,00;$84.805,00;$10.080,00;$83.000,00;$649.200,00;$1.481.352,92
PD-06072-0295;2015;$470.762,00;$111.250,00;$97.280,00;$11.520,00;$83.000,00;$988.000,00;$1.761.812,00
PD-06072-0302;2015;$918.957,50;$25.000,00;$71.158,00;$10.442,18;$68.637,82;;$1.094.195,50
PD-06072-0318;2015;$489.350,88;$19.000,00;$50.539,00;$2.399,00;$14.700,00;$25.000,00;$600.988,88
