"","item","fonte_de_dados","titulo","titulo2","data_assinatura","data_limite","duracao_dias","duracao_meses","duracao_anos","valor_contratado","natureza_do_agente_executor","natureza_do_financiamento","modalidade_do_financiamento","nome_do_agente_Executor","valor_liberado_2013","valor_liberado_2014","valor_liberado_2015","valor_liberado_2016","valor_liberado_2017","valor_liberado_2018","valor_liberado_2019","valor_liberado_2020","valor_liberado_2021","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"1","Finep-02.04.0466.00","Finep","TERRA VIVA BIOTECNOLOGIA","terra viva biotecnologia",2004-10-18,2006-10-18,730,23.9835728952772,1,263465,"Empresa Privada","Privado orientado por política","Reembolsável","KLAAS SCHOENMAKER E FILHOS LTDA",146385,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","Finep-02.04.0466.00","Finep","TERRA VIVA BIOTECNOLOGIA","terra viva biotecnologia",2004-10-18,2006-10-18,730,23.9835728952772,1,263465,"Empresa Privada","Privado orientado por política","Reembolsável","KLAAS SCHOENMAKER E FILHOS LTDA",117080,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3","Finep-02.04.0569.00","Finep","PROJETO INTEGRADO - MASTER","projeto integrado - master",2004-11-23,2006-05-23,546,17.9383983572895,1,3677762,"Empresa Privada","Privado orientado por política","Reembolsável","MASTER SISTEMAS AUTOMOTIVOS LTDA.",2973762,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","Finep-02.04.0569.00","Finep","PROJETO INTEGRADO - MASTER","projeto integrado - master",2004-11-23,2006-05-23,546,17.9383983572895,1,3677762,"Empresa Privada","Privado orientado por política","Reembolsável","MASTER SISTEMAS AUTOMOTIVOS LTDA.",392000,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5","Finep-02.04.0569.00","Finep","PROJETO INTEGRADO - MASTER","projeto integrado - master",2004-11-23,2006-05-23,546,17.9383983572895,1,3677762,"Empresa Privada","Privado orientado por política","Reembolsável","MASTER SISTEMAS AUTOMOTIVOS LTDA.",312000,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",3200000,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",3100000,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",5150596,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",9127620,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",5616625,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",5370527,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",1255325,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",1367797,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",443778,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","Finep-02.04.0940.00","Finep","Desenvolvimento de P&D e Laboratório de Protótipos e Testes","desenvolvimento de p&d e laboratorio de prototipos e testes",2004-12-10,2006-12-10,730,23.9835728952772,1,34735383,"Empresa Privada","Privado orientado por política","Reembolsável","ITAUTEC S.A. - GRUPO ITAUTEC",103115,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","Finep-02.04.0993.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,10439829,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA",3629491,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","Finep-02.04.0993.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,10439829,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA",2644353,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","Finep-02.04.0993.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,10439829,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA",2078652,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","Finep-02.04.0993.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,10439829,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA",2087333,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","Finep-02.04.0994.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,9322652,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DE PERNAMBUCO",2939101,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","Finep-02.04.0994.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,9322652,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DE PERNAMBUCO",2719131,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","Finep-02.04.0994.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,9322652,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DE PERNAMBUCO",1800980,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"23","Finep-02.04.0994.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,9322652,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DE PERNAMBUCO",533000,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","Finep-02.04.0994.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS DE EFICIÊNCIA ENERGÉTICA","otimizacao do desempenho da rede de distribuicao e programas comunitarios de eficiencia energetica",2004-12-23,2006-12-23,730,23.9835728952772,1,9322652,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DE PERNAMBUCO",1330440,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","Finep-02.04.0995.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS","otimizacao do desempenho da rede de distribuicao e programas comunitarios",2004-12-23,2006-12-23,730,23.9835728952772,1,5394557,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE",2294141,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","Finep-02.04.0995.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS","otimizacao do desempenho da rede de distribuicao e programas comunitarios",2004-12-23,2006-12-23,730,23.9835728952772,1,5394557,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE",1452346,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","Finep-02.04.0995.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS","otimizacao do desempenho da rede de distribuicao e programas comunitarios",2004-12-23,2006-12-23,730,23.9835728952772,1,5394557,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE",1187512,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","Finep-02.04.0995.00","Finep","OTIMIZAÇÃO DO DESEMPENHO DA REDE DE DISTRIBUIÇÃO E PROGRAMAS COMUNITÁRIOS","otimizacao do desempenho da rede de distribuicao e programas comunitarios",2004-12-23,2006-12-23,730,23.9835728952772,1,5394557,"Empresa Privada","Privado orientado por política","Reembolsável","COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE",460558,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","Finep-02.04.1067.00","Finep","""GENÉRICOS: NOVOS RUMOS""","""genericos: novos rumos""",2004-12-27,2006-08-27,608,19.9753593429158,1,629413,"Empresa Privada","Privado orientado por política","Reembolsável","THEODORO F. SOBRAL & CIA LTDA",248728,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"30","Finep-02.04.1067.00","Finep","""GENÉRICOS: NOVOS RUMOS""","""genericos: novos rumos""",2004-12-27,2006-08-27,608,19.9753593429158,1,629413,"Empresa Privada","Privado orientado por política","Reembolsável","THEODORO F. SOBRAL & CIA LTDA",380685,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"31","Finep-02.05.0006.00","Finep","DESENVOLVIMENTO DE NOVOS PRODUTOS, NOVOS PROCESSOS E INFORMATIZAÇÃO FABRIL","desenvolvimento de novos produtos, novos processos e informatizacao fabril",2005-01-10,2006-06-10,516,16.952772073922,1,4251441.85,"Empresa Privada","Privado orientado por política","Reembolsável","TRAFO EQUIPAMENTOS ELÉTRICOS S/A",1679208.06,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"32","Finep-02.05.0006.00","Finep","DESENVOLVIMENTO DE NOVOS PRODUTOS, NOVOS PROCESSOS E INFORMATIZAÇÃO FABRIL","desenvolvimento de novos produtos, novos processos e informatizacao fabril",2005-01-10,2006-06-10,516,16.952772073922,1,4251441.85,"Empresa Privada","Privado orientado por política","Reembolsável","TRAFO EQUIPAMENTOS ELÉTRICOS S/A",2039963.99,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","Finep-02.05.0006.00","Finep","DESENVOLVIMENTO DE NOVOS PRODUTOS, NOVOS PROCESSOS E INFORMATIZAÇÃO FABRIL","desenvolvimento de novos produtos, novos processos e informatizacao fabril",2005-01-10,2006-06-10,516,16.952772073922,1,4251441.85,"Empresa Privada","Privado orientado por política","Reembolsável","TRAFO EQUIPAMENTOS ELÉTRICOS S/A",532269.8,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","Finep-02.05.0017.00","Finep","PROGRAMA DE DESENVOLVIMENTO TECNOLÓGICO THYSSENKRUPP","programa de desenvolvimento tecnologico thyssenkrupp",2005-01-14,2007-01-14,730,23.9835728952772,1,4700000,"Empresa Privada","Privado orientado por política","Reembolsável","THYSSENKRUPP ELEVADORES S/A",1857626,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","Finep-02.05.0017.00","Finep","PROGRAMA DE DESENVOLVIMENTO TECNOLÓGICO THYSSENKRUPP","programa de desenvolvimento tecnologico thyssenkrupp",2005-01-14,2007-01-14,730,23.9835728952772,1,4700000,"Empresa Privada","Privado orientado por política","Reembolsável","THYSSENKRUPP ELEVADORES S/A",956034,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"36","Finep-02.05.0017.00","Finep","PROGRAMA DE DESENVOLVIMENTO TECNOLÓGICO THYSSENKRUPP","programa de desenvolvimento tecnologico thyssenkrupp",2005-01-14,2007-01-14,730,23.9835728952772,1,4700000,"Empresa Privada","Privado orientado por política","Reembolsável","THYSSENKRUPP ELEVADORES S/A",944034,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"37","Finep-02.05.0017.00","Finep","PROGRAMA DE DESENVOLVIMENTO TECNOLÓGICO THYSSENKRUPP","programa de desenvolvimento tecnologico thyssenkrupp",2005-01-14,2007-01-14,730,23.9835728952772,1,4700000,"Empresa Privada","Privado orientado por política","Reembolsável","THYSSENKRUPP ELEVADORES S/A",942306,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"38","Finep-02.05.0023.00","Finep","CENTRO DE PESQUISA E DESENVOLVIMENTO LUPATECH","centro de pesquisa e desenvolvimento lupatech",2005-01-24,2006-07-24,546,17.9383983572895,1,7972402,"Empresa Privada","Privado orientado por política","Reembolsável","LUPATECH S/A - MATRIZ",4328534,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"39","Finep-02.05.0023.00","Finep","CENTRO DE PESQUISA E DESENVOLVIMENTO LUPATECH","centro de pesquisa e desenvolvimento lupatech",2005-01-24,2006-07-24,546,17.9383983572895,1,7972402,"Empresa Privada","Privado orientado por política","Reembolsável","LUPATECH S/A - MATRIZ",1356004,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40","Finep-02.05.0023.00","Finep","CENTRO DE PESQUISA E DESENVOLVIMENTO LUPATECH","centro de pesquisa e desenvolvimento lupatech",2005-01-24,2006-07-24,546,17.9383983572895,1,7972402,"Empresa Privada","Privado orientado por política","Reembolsável","LUPATECH S/A - MATRIZ",2287864,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"41","Finep-02.05.0026.00","Finep","SISTEMA DE PRODUÇÃO DE VITELOS E TECNOLOGIAS PARA GERENCIAMENTO E AUTOMAÇÃO DE PRODUTOS PERECÍVEIS","sistema de producao de vitelos e tecnologias para gerenciamento e automacao de produtos pereciveis",2005-02-02,2006-02-02,365,11.9917864476386,0,23157032,"Empresa Privada","Privado orientado por política","Reembolsável","MINERVA S.A.",23157032,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"42","Finep-02.05.0026.00","Finep","SISTEMA DE PRODUÇÃO DE VITELOS E TECNOLOGIAS PARA GERENCIAMENTO E AUTOMAÇÃO DE PRODUTOS PERECÍVEIS","sistema de producao de vitelos e tecnologias para gerenciamento e automacao de produtos pereciveis",2005-02-02,2006-02-02,365,11.9917864476386,0,23157032,"Empresa Privada","Privado orientado por política","Reembolsável","MINERVA S.A.",23157032,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"43","Finep-02.05.0026.00","Finep","SISTEMA DE PRODUÇÃO DE VITELOS E TECNOLOGIAS PARA GERENCIAMENTO E AUTOMAÇÃO DE PRODUTOS PERECÍVEIS","sistema de producao de vitelos e tecnologias para gerenciamento e automacao de produtos pereciveis",2005-02-02,2006-02-02,365,11.9917864476386,0,23157032,"Empresa Privada","Privado orientado por política","Reembolsável","MINERVA S.A.",23157032,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
