"","item","fonte_de_dados","descricao_do_projeto","descricao_do_projeto2","data_assinatura","data_limite","duracao_dias","duracao_meses","duracao_anos","valor_contratado","natureza_do_agente_executor","natureza_do_financiamento","modalidade_do_financiamento","nome_do_agente_Executor","valor_liberado_2013","valor_liberado_2014","valor_liberado_2015","valor_liberado_2016","valor_liberado_2017","valor_liberado_2018","valor_liberado_2019","valor_liberado_2020","valor_liberado_2021","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"1","Bndes-20800411","Bndes","CONTRATACAO DE CREDITO PARA AQUISICAO OU PRODUCAO DE MAQUINAS E EQUIPAMENTOS.","contratacao de credito para aquisicao ou producao de maquinas e equipamentos.",2021-06-28,2027-12-28,2372.5,78,6.5,667886.6,"PRIVADA","-","REEMBOLSÁVEL","S A USINA CORURIPE ACUCAR E ALCOOL",102751.784615385,102751.784615385,102751.784615385,102751.784615385,102751.784615385,102751.784615385,0,0,667886.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","Bndes-20800271","Bndes","CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",2021-06-24,2037-06-24,5840,192,16,644345,"PRIVADA","RECURSOS LIVRES - PRÓPRIOS","REEMBOLSÁVEL","WD AGROINDUSTRIAL LTDA",40271.5625,40271.5625,40271.5625,40271.5625,40271.5625,40271.5625,40271.5625,40271.5625,644345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3","Bndes-20800341","Bndes","CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO, BEM COMO COMERCIALIZACAO OUPRODUCAO DE MAQUINAS E EQUIPAMENTOS.","contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado, bem como comercializacao ouproducao de maquinas e equipamentos.",2021-05-27,2037-05-27,5840,192,16,747500,"PRIVADA","-","REEMBOLSÁVEL","SCHULZ COMPRESSORES LTDA",46718.75,46718.75,46718.75,46718.75,46718.75,46718.75,46718.75,46718.75,747500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","Bndes-20800021","Bndes","CONTRATACAO DE CREDITO PARA AQUISICAO DE MAQUINAS E EQUIPAMENTOS.","contratacao de credito para aquisicao de maquinas e equipamentos.",2021-02-08,2037-02-08,5840,192,16,156000,"PRIVADA","-","REEMBOLSÁVEL","USINA CERRADAO LTDA",9750,9750,9750,9750,9750,9750,9750,9750,156000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5","Bndes-20800021","Bndes","CONTRATACAO DE CREDITO PARA AQUISICAO DE MAQUINAS E EQUIPAMENTOS.","contratacao de credito para aquisicao de maquinas e equipamentos.",2021-02-08,2037-02-08,5840,192,16,1101056.87,"PRIVADA","-","REEMBOLSÁVEL","USINA CERRADAO LTDA",68816.054375,68816.054375,68816.054375,68816.054375,68816.054375,68816.054375,68816.054375,68816.054375,1101056.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6","Bndes-20902581","Bndes","INVESTIMENTO EM PESQUISA E DESENVOLVIMENTO NO AMBITO DO BNDES-FUNTTEL.","investimento em pesquisa e desenvolvimento no ambito do bndes-funttel.",2021-01-26,2023-07-26,912.5,30,2.5,20000000,"PRIVADA","-","REEMBOLSÁVEL","TERACOM TELEMATICA S.A.",8000000,8000000,0,0,0,0,0,0,20000000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7","Bndes-20800281","Bndes","LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",2021-01-19,2028-01-19,2555,84,7,8932732.26,"PRIVADA","-","REEMBOLSÁVEL","VETORE IND E COM DE AUTOPECAS LTDA",1276104.60857143,1276104.60857143,1276104.60857143,1276104.60857143,1276104.60857143,1276104.60857143,1276104.60857143,0,8932732.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","Bndes-20204671","Bndes","A) PLANO DE INVESTIMENTOS EM INOVACOES DE PROCESSOS NAS QUATRO USINAS DO GRUPO SAO MARTINHO, SITUADAS EM PRADOPOLIS/SP, AMERICO BRASILENSE/SP, IRACEMAPOLIS/SP E QUIRINOPOLIS/ GO   C) CONSTRUCAO DE SILOS PARA ARMAZENAGEM DE MILHO E DDG1, NA PLANTA DE ETANOL DE MILHO EM QUIRINOPOLIS/GO","a) plano de investimentos em inovacoes de processos nas quatro usinas do grupo sao martinho, situadas em pradopolis/sp, americo brasilense/sp, iracemapolis/sp e quirinopolis/ go   c) construcao de silos para armazenagem de milho e ddg1, na planta de etanol de milho em quirinopolis/go",2020-12-29,2032-12-29,4380,144,12,88000000,"PRIVADA","-","REEMBOLSÁVEL","SAO MARTINHO S/A",7333333.33333333,7333333.33333333,7333333.33333333,7333333.33333333,7333333.33333333,7333333.33333333,7333333.33333333,88000000,7333333.33333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9","Bndes-20204671","Bndes","B) IMPLANTACAO DE PLANTA DE ETANOL DE MILHO NA USINA BOA VISTA EM QUIRINOPOLIS/GO, COM CAPACIDADE DE PRODUCAO DE ATE 209MIL M DE ETANOL ANIDRO POR ANO.","b) implantacao de planta de etanol de milho na usina boa vista em quirinopolis/go, com capacidade de producao de ate 209mil m de etanol anidro por ano.",2020-12-29,2040-12-29,7300,240,20,50033000,"PRIVADA","-","REEMBOLSÁVEL","SAO MARTINHO S/A",2501650,2501650,2501650,2501650,2501650,2501650,2501650,50033000,2501650,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10","Bndes-20800261","Bndes","CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",2020-12-11,2036-12-11,5840,192,16,147189.05,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","WD AGROINDUSTRIAL LTDA",9199.315625,9199.315625,9199.315625,9199.315625,9199.315625,9199.315625,9199.315625,147189.05,9199.315625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11","Bndes-20202431","Bndes","APOIO A PROJETOS RELACIONADOS AO COMBATE, TRATAMENTO E DIAGNOSTICO DO CORONAVIRUS (COVID-19), POR MEIO DE PARCERIA COM AEMBRAPII E SUAS UNIDADES CREDENCIADAS, EM                   CONJUNTO COM EMPRESAS PARCEIRAS","apoio a projetos relacionados ao combate, tratamento e diagnostico do coronavirus (covid-19), por meio de parceria com aembrapii e suas unidades credenciadas, em                   conjunto com empresas parceiras",2020-09-17,2020-09-17,0,0,0,20000000,"PRIVADA","-","NÃO REEMBOLSÁVEL","ASSOCIACAO BRASILEIRA DE PESQUISA E INOVACAO INDUSTRIAL",20000000,0,0,0,0,0,0,20000000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12","Bndes-20202601","Bndes","AVALIACAO DE SOLUCOES INTEGRADAS DE IOT EM FAZENDAS LOCALIZADAS EM PARANAPANEMA,                                        SP E PARANATINGA, MT QUE, COM BASE NO MONITORAMENTO E PROCESSAMENTO DE                                                  INFORMACOES, PRODUZAM RECOMENDACOES SOBRE O USO DE RECURSOS NATURAIS, INSUMOS E                                         MAQUINARIO DE FORMA A ELEVAR A EFICIENCIA DOS PROCESSOS PRODUTIVOS.","avaliacao de solucoes integradas de iot em fazendas localizadas em paranapanema,                                        sp e paranatinga, mt que, com base no monitoramento e processamento de                                                  informacoes, produzam recomendacoes sobre o uso de recursos naturais, insumos e                                         maquinario de forma a elevar a eficiencia dos processos produtivos.",2020-09-15,2020-09-15,0,0,0,2800000,"PRIVADA","-","NÃO REEMBOLSÁVEL","FACULDADES CATOLICAS",2800000,0,0,0,0,0,0,2800000,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","Bndes-20200671","Bndes","TESTAR SISTEMA DE IOT PARA OTIMIZACAO DA INFRAESTRUTURA HOSPITALAR E PUBLICAR RELATORIO DE AVALIACAO DE EFETIVIDADE DAS SOLUCOES TESTADAS, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","testar sistema de iot para otimizacao da infraestrutura hospitalar e publicar relatorio de avaliacao de efetividade das solucoes testadas, no ambito do bndes pilotos de iot  saude.",2020-09-14,2020-09-14,0,0,0,2768717,"PRIVADA","-","NÃO REEMBOLSÁVEL","FACULDADES CATOLICAS",2768717,0,0,0,0,0,0,2768717,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","Bndes-20901491","Bndes","INVESTIMENTO EM EQUIPE DE PESQUISA E DESENVOLVIMENTO; TREINAMENTO; MARKETING E COMERCIALIZACAO; NO AMBITO DO BNDES FINEM/ LINHA INCENTIVADA B - INVESTIMENTOS NO DESENVOLVIMENTO DA INDUSTRIA NACIONAL DE SOFTWARE E SERVICOS CORRELATOS.","investimento em equipe de pesquisa e desenvolvimento; treinamento; marketing e comercializacao; no ambito do bndes finem/ linha incentivada b - investimentos no desenvolvimento da industria nacional de software e servicos correlatos.",2020-08-19,2025-08-19,1825,60,5,12375000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","MAGNA SISTEMAS CONSULTORIA S/A",2475000,2475000,2475000,2475000,2475000,0,0,12375000,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","Bndes-20901481","Bndes","PLANO DE INVESTIMENTOS DA EMPRESA EM INOVACAO E MODERNIZACAONO PERIODO DE OUT/2019 A DEZ/2021, VOLTADO PRINCIPALMENTE P ARA A EXPANSAO DO PORTFOLIO DE NOVOS COMPOSTOS E AUMENTO DA EFICIENCIA OPERACIONAL.","plano de investimentos da empresa em inovacao e modernizacaono periodo de out/2019 a dez/2021, voltado principalmente p ara a expansao do portfolio de novos compostos e aumento da eficiencia operacional.",2020-07-02,2040-07-02,7300,240,20,12098000,"PRIVADA","-","REEMBOLSÁVEL","KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA",604900,604900,604900,604900,604900,604900,604900,12098000,604900,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","Bndes-20901481","Bndes","PLANO DE INVESTIMENTOS DA EMPRESA EM INOVACAO E MODERNIZACAONO PERIODO DE OUT/2019 A DEZ/2021, VOLTADO PRINCIPALMENTE P ARA A EXPANSAO DO PORTFOLIO DE NOVOS COMPOSTOS E AUMENTO DA EFICIENCIA OPERACIONAL.","plano de investimentos da empresa em inovacao e modernizacaono periodo de out/2019 a dez/2021, voltado principalmente p ara a expansao do portfolio de novos compostos e aumento da eficiencia operacional.",2020-07-02,2040-07-02,7300,240,20,12098000,"PRIVADA","-","REEMBOLSÁVEL","KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA",604900,604900,604900,604900,604900,604900,604900,12098000,604900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","Bndes-20400081","Bndes","PLANO DE INVESTIMENTO.","plano de investimento.",2020-07-02,2027-07-02,2555,84,7,10000000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","DURIN INDUSTRIA DE PLASTICOS LTDA",1428571.42857143,1428571.42857143,1428571.42857143,1428571.42857143,1428571.42857143,1428571.42857143,1428571.42857143,10000000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","Bndes-20901071","Bndes","AMPLIACAO DA CAPACIDADE DA PLANTA INDUSTRIAL, NO ABATEDOURO DE AVES E NA FABRICA DE RACOES, EM JOAQUIM TAVORA/PR E AMPLIACAO DA FABRICA DE RACOES EM RIBEIRAO DO PINHAL/PR.","ampliacao da capacidade da planta industrial, no abatedouro de aves e na fabrica de racoes, em joaquim tavora/pr e ampliacao da fabrica de racoes em ribeirao do pinhal/pr.",2020-06-23,2029-06-23,3285,108,9,27418000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA",3046444.44444444,3046444.44444444,3046444.44444444,3046444.44444444,3046444.44444444,3046444.44444444,3046444.44444444,27418000,3046444.44444444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","Bndes-20900151","Bndes","IMPLANTACAO DE FABRICA DE RESINA NO MUNICIPIO DE LORENA, EM SAO PAULO.","implantacao de fabrica de resina no municipio de lorena, em sao paulo.",2020-06-10,2027-06-10,2555,84,7,21115000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","AVIBRAS INDUSTRIA AEROESPACIAL S A",3016428.57142857,3016428.57142857,3016428.57142857,3016428.57142857,3016428.57142857,3016428.57142857,3016428.57142857,21115000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","Bndes-19206521","Bndes","INTEGRACAO DE TECNOLOGIAS, REALIZACAO DE TESTES E PUBLICACAODE RELATORIO DE AVALIACAO DO CUSTO-EFETIVIDADE DE DUAS SOLU COES PILOTO DE INTERNET DAS COISAS (IOT) PARA: (I) O MONITORAMENTO REMOTO DE PACIENTES PARA CONTROLE DE SEPSE EM CRIANCAS COM CANCER E; (II) O DIAGNOSTICO DE PACIENTES COM SINDROMEDA APNEIA OBSTRUTIVA DO SONO, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","integracao de tecnologias, realizacao de testes e publicacaode relatorio de avaliacao do custo-efetividade de duas solu coes piloto de internet das coisas (iot) para: (i) o monitoramento remoto de pacientes para controle de sepse em criancas com cancer e; (ii) o diagnostico de pacientes com sindromeda apneia obstrutiva do sono, no ambito do bndes pilotos de iot  saude.",2020-04-06,2020-04-06,0,0,0,500000,"PRIVADA","RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS","NÃO REEMBOLSÁVEL","ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO",500000,0,0,0,0,0,0,500000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","Bndes-19206521","Bndes","INTEGRACAO DE TECNOLOGIAS, REALIZACAO DE TESTES E PUBLICACAODE RELATORIO DE AVALIACAO DO CUSTO-EFETIVIDADE DE DUAS SOLU COES PILOTO DE INTERNET DAS COISAS (IOT) PARA: (I) O MONITORAMENTO REMOTO DE PACIENTES PARA CONTROLE DE SEPSE EM CRIANCAS COM CANCER E; (II) O DIAGNOSTICO DE PACIENTES COM SINDROMEDA APNEIA OBSTRUTIVA DO SONO, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","integracao de tecnologias, realizacao de testes e publicacaode relatorio de avaliacao do custo-efetividade de duas solu coes piloto de internet das coisas (iot) para: (i) o monitoramento remoto de pacientes para controle de sepse em criancas com cancer e; (ii) o diagnostico de pacientes com sindromeda apneia obstrutiva do sono, no ambito do bndes pilotos de iot  saude.",2020-04-06,2020-04-06,0,0,0,500000,"PRIVADA","RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS","NÃO REEMBOLSÁVEL","ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO",500000,0,0,0,0,0,0,500000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"22","Bndes-19203751","Bndes","TESTAR O CUSTO-EFETIVIDADE DE UM SISTEMA DE IOT PARA MONITORAMENTO DO ESTOQUE E AUTOMACAO DOS PEDIDOS DE REPOSICAO DE CILINDROS DE OXIGENIO, VIGILANCIA DO CONSUMO E REGISTRO DA POSOLOGIA.","testar o custo-efetividade de um sistema de iot para monitoramento do estoque e automacao dos pedidos de reposicao de cilindros de oxigenio, vigilancia do consumo e registro da posologia.",2020-02-17,2020-02-17,0,0,0,1005008,"PRIVADA","-","NÃO REEMBOLSÁVEL","CESAR CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE",1005008,0,0,0,0,0,0,1005008,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"23","Bndes-19900171","Bndes","APOIO AO PLANO DE INVESTIMENTOS EM INOVACAO DA APSEN, DURANTE O TRIENIO 2019-2021.","apoio ao plano de investimentos em inovacao da apsen, durante o trienio 2019-2021.",2020-02-10,2028-02-10,2920,96,8,94886365.68,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","APSEN FARMACEUTICA S/A",11860795.71,11860795.71,11860795.71,11860795.71,11860795.71,11860795.71,11860795.71,94886365.68,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","Bndes-19207651","Bndes","REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",2020-01-31,2020-01-31,0,0,0,652022.32,"PRIVADA","-","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES",652022.32,0,0,0,0,0,0,652022.32,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","Bndes-19207651","Bndes","REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",2020-01-31,2020-01-31,0,0,0,473876.9,"PRIVADA","-","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES",473876.9,0,0,0,0,0,0,473876.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","Bndes-19207651","Bndes","REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",2020-01-31,2020-01-31,0,0,0,312522.18,"PRIVADA","-","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES",312522.18,0,0,0,0,0,0,312522.18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","Bndes-19900131","Bndes","AQUISICAO DE EQUIPAMENTOS DE TELECOMUNICACOES E CABOS DE FIBRA OPTICA COM RECURSOS ORIUNDOS DO FUNTTEL.","aquisicao de equipamentos de telecomunicacoes e cabos de fibra optica com recursos oriundos do funttel.",2020-01-31,2027-01-31,2555,84,7,12121636.71,"PRIVADA","-","REEMBOLSÁVEL","ADYLNET ACESSO A INTERNET LTDA",1731662.38714286,1731662.38714286,1731662.38714286,1731662.38714286,1731662.38714286,1731662.38714286,1731662.38714286,12121636.71,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","Bndes-19207851","Bndes","AVALIACAO DE SOLUCOES INTEGRADAS DE IOT PARA AS CULTURAS DE SOJA, MILHO, ALGODAO, CANA-DE-ACUCAR E CRIACAO DE BOVINOS PARA CORTE, QUE REALIZEM O MONITORAMENTO E GEREM RECOMENDACOESIMPORTANTES PARA FINS DE OTIMIZACAO DE OPERACAO DE MAQUINAS AGRICOLAS, PREVISAO DE MICROCLIMA, GESTAO DE PRAGAS E PECUA RIA DE PRECISAO, NO AMBITO DO BNDES PILOTOS DE IOT - AMBIENTE RURAL.","avaliacao de solucoes integradas de iot para as culturas de soja, milho, algodao, cana-de-acucar e criacao de bovinos para corte, que realizem o monitoramento e gerem recomendacoesimportantes para fins de otimizacao de operacao de maquinas agricolas, previsao de microclima, gestao de pragas e pecua ria de precisao, no ambito do bndes pilotos de iot - ambiente rural.",2020-01-22,2020-01-22,0,0,0,1736016,"PRIVADA","-","NÃO REEMBOLSÁVEL","FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM",1736016,0,0,0,0,0,0,1736016,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","Bndes-19207851","Bndes","AVALIACAO DE SOLUCOES INTEGRADAS DE IOT PARA AS CULTURAS DE SOJA, MILHO, ALGODAO, CANA-DE-ACUCAR E CRIACAO DE BOVINOS PARA CORTE, QUE REALIZEM O MONITORAMENTO E GEREM RECOMENDACOESIMPORTANTES PARA FINS DE OTIMIZACAO DE OPERACAO DE MAQUINAS AGRICOLAS, PREVISAO DE MICROCLIMA, GESTAO DE PRAGAS E PECUA RIA DE PRECISAO, NO AMBITO DO BNDES PILOTOS DE IOT - AMBIENTE RURAL.","avaliacao de solucoes integradas de iot para as culturas de soja, milho, algodao, cana-de-acucar e criacao de bovinos para corte, que realizem o monitoramento e gerem recomendacoesimportantes para fins de otimizacao de operacao de maquinas agricolas, previsao de microclima, gestao de pragas e pecua ria de precisao, no ambito do bndes pilotos de iot - ambiente rural.",2020-01-22,2020-01-22,0,0,0,892316,"PRIVADA","-","NÃO REEMBOLSÁVEL","FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM",892316,0,0,0,0,0,0,892316,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
