"","item","fonte_de_dados","descricao_do_projeto","descricao_do_projeto2","data_assinatura","data_limite","duracao_dias","duracao_meses","duracao_anos","valor_contratado","natureza_do_agente_executor","natureza_do_financiamento","modalidade_do_financiamento","nome_do_agente_Executor","valor_liberado_2013","valor_liberado_2014","valor_liberado_2015","valor_liberado_2016","valor_liberado_2017","valor_liberado_2018","valor_liberado_2019","valor_liberado_2020","valor_liberado_2021","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"158","Bndes-16200821","Bndes","IMPLEMENTACAO DE UM MODELO PIONEIRO DE GESTAO, COM SUSTENTABILIDADE ECONOMICA E AMBIENTAL, NA DENOMINADA ""RESERVA VOTORANTIM - LEGADO DAS AGUAS"".","implementacao de um modelo pioneiro de gestao, com sustentabilidade economica e ambiental, na denominada ""reserva votorantim - legado das aguas"".",2016-04-25,2024-10-25,3102.5,102,8.5,13970497,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO / RECURSOS VINCULADOS - FUNDO CLIMA","REEMBOLSÁVEL","RESERVAS VOTORANTIM LTDA",1643587.88235294,1643587.88235294,1643587.88235294,13970497,1643587.88235294,1643587.88235294,1643587.88235294,1643587.88235294,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"159","Bndes-16200821","Bndes","IMPLEMENTACAO DE UM MODELO PIONEIRO DE GESTAO, COM SUSTENTABILIDADE ECONOMICA E AMBIENTAL, NA DENOMINADA ""RESERVA VOTORANTIM - LEGADO DAS AGUAS"".","implementacao de um modelo pioneiro de gestao, com sustentabilidade economica e ambiental, na denominada ""reserva votorantim - legado das aguas"".",2016-04-25,2024-10-25,3102.5,102,8.5,16258475,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO / RECURSOS VINCULADOS - FUNDO CLIMA","REEMBOLSÁVEL","RESERVAS VOTORANTIM LTDA",1912761.76470588,1912761.76470588,1912761.76470588,16258475,1912761.76470588,1912761.76470588,1912761.76470588,1912761.76470588,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160","Bndes-15208531","Bndes","DESENVOLVIMENTO DE COMPETENCIAS TECNICAS E DE ENGENHARIA PARA REALIZACAO DE ADEQUACOES EM EQUIPAMENTOS, FERRAMENTAS, COMPONENTES MECANICOS E COMPONENTES DE CONTROLE PRODUZIDOS PELA AKER DO BRASIL E VOLTADOS A EXPLORACAO E PRODUCAO DE PETROLEO SUBSEA.","desenvolvimento de competencias tecnicas e de engenharia para realizacao de adequacoes em equipamentos, ferramentas, componentes mecanicos e componentes de controle produzidos pela aker do brasil e voltados a exploracao e producao de petroleo subsea.",2016-04-13,2024-04-13,2920,96,8,28732000,"PRIVADA","RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","AKER SOLUTIONS DO BRASIL LTDA",3591500,3591500,3591500,28732000,3591500,3591500,3591500,3591500,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161","Bndes-16200131","Bndes","DESENVOLVIMENTO DE CONTEUDO EDUCACIONAL PARA PORTAL ONLINE E PARA LIVRO DIGITAL.","desenvolvimento de conteudo educacional para portal online e para livro digital.",2016-04-13,2022-04-13,2190,72,6,10000000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","EDITORA APRENDE BRASIL LTDA.",1666666.66666667,1666666.66666667,1666666.66666667,10000000,1666666.66666667,1666666.66666667,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"162","Bndes-15209031","Bndes","INVESTIMENTOS RELACIONADOS A REMODELAGEM DOS MODELOS GOL E VOYAGE.","investimentos relacionados a remodelagem dos modelos gol e voyage.",2016-04-11,2022-04-11,2190,72,6,20833000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES",3472166.66666667,3472166.66666667,3472166.66666667,20833000,3472166.66666667,3472166.66666667,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"163","Bndes-15209031","Bndes","INVESTIMENTOS RELACIONADOS A REMODELAGEM DOS MODELOS GOL E VOYAGE.","investimentos relacionados a remodelagem dos modelos gol e voyage.",2016-04-11,2022-04-11,2190,72,6,20833000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES",3472166.66666667,3472166.66666667,3472166.66666667,20833000,3472166.66666667,3472166.66666667,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"164","Bndes-15209031","Bndes","INVESTIMENTOS RELACIONADOS A REMODELAGEM DOS MODELOS GOL E VOYAGE.","investimentos relacionados a remodelagem dos modelos gol e voyage.",2016-04-11,2022-04-11,2190,72,6,33253000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES",5542166.66666667,5542166.66666667,5542166.66666667,33253000,5542166.66666667,5542166.66666667,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"165","Bndes-16200361","Bndes","APERFEICOAMENTO DA PLATAFORMA WORKR, CONTEMPLANDO ACOES EM PESQUISA E DESENVOLVIMENTO, MARKETING E VENDAS, NO AMBITO DO PROGRAMA BNDES PARA O DESENVOLVIMENTO DA INDUSTRIA NACIONAL DE SOFTWARE E SERVICOS DE TECNOLOGIA DA INFORMACAO - BNDES PROSOFT EMPRESA.","aperfeicoamento da plataforma workr, contemplando acoes em pesquisa e desenvolvimento, marketing e vendas, no ambito do programa bndes para o desenvolvimento da industria nacional de software e servicos de tecnologia da informacao - bndes prosoft empresa.",2016-04-04,2022-01-04,2098.75,69,5.75,2529000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","COMUNIQUE-SE S/A",439826.086956522,439826.086956522,439826.086956522,2529000,439826.086956522,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"166","Bndes-16544003","Bndes","APOIAR DUAS INICIATIVAS DE INVESTIMENTOS DA EMPRESA LIGADAS A INOVACAO NOS ESTADOS DO PARANA E SANTA CATARINA.","apoiar duas iniciativas de investimentos da empresa ligadas a inovacao nos estados do parana e santa catarina.",2016-04-01,2023-04-01,2555,84,7,28892000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - PRÓPRIOS","REEMBOLSÁVEL","KLABIN S.A.",4127428.57142857,4127428.57142857,4127428.57142857,28892000,4127428.57142857,4127428.57142857,4127428.57142857,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"167","Bndes-16544003","Bndes","APOIAR DUAS INICIATIVAS DE INVESTIMENTOS DA EMPRESA LIGADAS A INOVACAO NOS ESTADOS DO PARANA E SANTA CATARINA.","apoiar duas iniciativas de investimentos da empresa ligadas a inovacao nos estados do parana e santa catarina.",2016-04-01,2023-04-01,2555,84,7,4095999.98,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - PRÓPRIOS","REEMBOLSÁVEL","KLABIN S.A.",585142.854285714,585142.854285714,585142.854285714,4095999.98,585142.854285714,585142.854285714,585142.854285714,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"168","Bndes-16544003","Bndes","APOIAR DUAS INICIATIVAS DE INVESTIMENTOS DA EMPRESA LIGADAS A INOVACAO NOS ESTADOS DO PARANA E SANTA CATARINA.","apoiar duas iniciativas de investimentos da empresa ligadas a inovacao nos estados do parana e santa catarina.",2016-04-01,2023-04-01,2555,84,7,448000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - PRÓPRIOS","REEMBOLSÁVEL","KLABIN S.A.",64000,64000,64000,448000,64000,64000,64000,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"169","Bndes-15207581","Bndes","INVESTIMENTOS EM PESQUISA E DESENVOLVIMENTO, MARKETING E COMERCIALIZACAO, TREINAMENTO E QUALIDADE, INFRAESTRUTURA, EQUIPAMENTOS NACIONAIS E MELHORIAS NOS SISTEMAS DE GESTAO, NO AMBITO DO PROGRAMA BNDES PARA O DESENVOLVIMENTO DA INDUSTRIA DE SOFTWARE E SERVICOS DE TECNOLOGIA DA INFORMACAO - BNDES.","investimentos em pesquisa e desenvolvimento, marketing e comercializacao, treinamento e qualidade, infraestrutura, equipamentos nacionais e melhorias nos sistemas de gestao, no ambito do programa bndes para o desenvolvimento da industria de software e servicos de tecnologia da informacao - bndes.",2016-03-31,2022-03-31,2190,72,6,17800000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","CI&T SOFTWARE S/A",2966666.66666667,2966666.66666667,2966666.66666667,17800000,2966666.66666667,2966666.66666667,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"170","Bndes-15207581","Bndes","INVESTIMENTOS EM PESQUISA E DESENVOLVIMENTO, MARKETING E COMERCIALIZACAO, TREINAMENTO E QUALIDADE, INFRAESTRUTURA, EQUIPAMENTOS NACIONAIS E MELHORIAS NOS SISTEMAS DE GESTAO, NO AMBITO DO PROGRAMA BNDES PARA O DESENVOLVIMENTO DA INDUSTRIA DE SOFTWARE E SERVICOS DE TECNOLOGIA DA INFORMACAO - BNDES.","investimentos em pesquisa e desenvolvimento, marketing e comercializacao, treinamento e qualidade, infraestrutura, equipamentos nacionais e melhorias nos sistemas de gestao, no ambito do programa bndes para o desenvolvimento da industria de software e servicos de tecnologia da informacao - bndes.",2016-03-31,2022-03-31,2190,72,6,12200000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","CI&T SOFTWARE S/A",2033333.33333333,2033333.33333333,2033333.33333333,12200000,2033333.33333333,2033333.33333333,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"171","Bndes-16200561","Bndes","APOIO AO PLANO DE INVESTIMENTOS DA POSTULANTE, COMPREENDENDO INVESTIMENTOS EM INOVACAO PARA DESENVOLVIMENTO DE NOVOS PRODUTOS E CAPACITACAO DA ENGENHARIA; E AMPLIACAO E MODERNIZACAO DA CAPACIDADE PRODUTIVA","apoio ao plano de investimentos da postulante, compreendendo investimentos em inovacao para desenvolvimento de novos produtos e capacitacao da engenharia; e ampliacao e modernizacao da capacidade produtiva",2016-03-31,2025-03-31,3285,108,9,18785613,"PRIVADA","RECURSOS LIVRES - PRÓPRIOS","REEMBOLSÁVEL","BARDELLA SA INDUSTRIAS MECANICAS EM RECUPERACAO JUDICIA",2087290.33333333,2087290.33333333,2087290.33333333,18785613,2087290.33333333,2087290.33333333,2087290.33333333,2087290.33333333,2087290.33333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"172","Bndes-15533063","Bndes","SEGUNDA UTILIZACAO DE RECURSOS EM DESTINACAO ESPECIFICA NO AMBITO DO CONTRATO DE FINANCIAMENTO MEDIANTE ABERTURA DE LIMITE DE CREDITO ROTATIVO NO 13.2.0579.1, DE 23/07/2013.","segunda utilizacao de recursos em destinacao especifica no ambito do contrato de financiamento mediante abertura de limite de credito rotativo no 13.2.0579.1, de 23/07/2013.",2016-03-14,2021-03-14,1825,60,5,43407500,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","LOJAS RIACHUELO SA",8681500,8681500,8681500,43407500,8681500,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"173","Bndes-15533063","Bndes","SEGUNDA UTILIZACAO DE RECURSOS EM DESTINACAO ESPECIFICA NO AMBITO DO CONTRATO DE FINANCIAMENTO MEDIANTE ABERTURA DE LIMITE DE CREDITO ROTATIVO NO 13.2.0579.1, DE 23/07/2013.","segunda utilizacao de recursos em destinacao especifica no ambito do contrato de financiamento mediante abertura de limite de credito rotativo no 13.2.0579.1, de 23/07/2013.",2016-03-14,2021-03-14,1825,60,5,30000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","LOJAS RIACHUELO SA",6000000,6000000,6000000,30000000,6000000,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"174","Bndes-15533063","Bndes","SEGUNDA UTILIZACAO DE RECURSOS EM DESTINACAO ESPECIFICA NO AMBITO DO CONTRATO DE FINANCIAMENTO MEDIANTE ABERTURA DE LIMITE DE CREDITO ROTATIVO NO 13.2.0579.1, DE 23/07/2013.","segunda utilizacao de recursos em destinacao especifica no ambito do contrato de financiamento mediante abertura de limite de credito rotativo no 13.2.0579.1, de 23/07/2013.",2016-03-14,2022-09-14,2372.5,78,6.5,60592000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","LOJAS RIACHUELO SA",9321846.15384615,9321846.15384615,9321846.15384615,60592000,9321846.15384615,9321846.15384615,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"175","Bndes-15208961","Bndes","NACIONALIZACAO DE PRODUTOS E MODERNIZACAO DAS UNIDADES INDUSTRIAIS DE CONTAGEM (MG), CURITIBA (PR), SOROCABA E PIRACICABA (SP) E PROJETO SOCIAL NA COMUNIDADE, EM CONTAGEM (MG).","nacionalizacao de produtos e modernizacao das unidades industriais de contagem (mg), curitiba (pr), sorocaba e piracicaba (sp) e projeto social na comunidade, em contagem (mg).",2016-03-08,2023-03-08,2555,84,7,6247000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","CNH INDUSTRIAL BRASIL LTDA.",892428.571428571,892428.571428571,892428.571428571,6247000,892428.571428571,892428.571428571,892428.571428571,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"176","Bndes-15209021","Bndes","APOIO AO PLANO DE NEGOCIO PARA EXPANSAO DA EMPRESA.","apoio ao plano de negocio para expansao da empresa.",2016-03-07,2022-03-07,2190,72,6,3369000,"PRIVADA","RECURSOS LIVRES - FAT","REEMBOLSÁVEL","VELTEC SOLUCOES TECNOLOGICAS LTDA",561500,561500,561500,3369000,561500,561500,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"177","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIA L.","desenvolvimento de novos modelos, investimentos na melhoria da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto socia l.",2016-02-25,2023-08-25,2737.5,90,7.5,43000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",5733333.33333333,5733333.33333333,5733333.33333333,43000000,5733333.33333333,5733333.33333333,5733333.33333333,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"178","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIA L.","desenvolvimento de novos modelos, investimentos na melhoria da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto socia l.",2016-02-25,2023-08-25,2737.5,90,7.5,43000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",5733333.33333333,5733333.33333333,5733333.33333333,43000000,5733333.33333333,5733333.33333333,5733333.33333333,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"179","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIA L.","desenvolvimento de novos modelos, investimentos na melhoria da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto socia l.",2016-02-25,2023-08-25,2737.5,90,7.5,97000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",12933333.3333333,12933333.3333333,12933333.3333333,97000000,12933333.3333333,12933333.3333333,12933333.3333333,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"180","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIA L.","desenvolvimento de novos modelos, investimentos na melhoria da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto socia l.",2016-02-25,2023-08-25,2737.5,90,7.5,188000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",25066666.6666667,25066666.6666667,25066666.6666667,188000000,25066666.6666667,25066666.6666667,25066666.6666667,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"181","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIA L.","desenvolvimento de novos modelos, investimentos na melhoria da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto socia l.",2016-02-25,2023-08-25,2737.5,90,7.5,69500000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",9266666.66666667,9266666.66666667,9266666.66666667,69500000,9266666.66666667,9266666.66666667,9266666.66666667,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"182","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA  DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIAL.","desenvolvimento de novos modelos, investimentos na melhoria  da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto social.",2016-02-25,2023-08-25,2737.5,90,7.5,59250000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",7900000,7900000,7900000,59250000,7900000,7900000,7900000,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"183","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA  DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIAL.","desenvolvimento de novos modelos, investimentos na melhoria  da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto social.",2016-02-25,2023-08-25,2737.5,90,7.5,59250000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",7900000,7900000,7900000,59250000,7900000,7900000,7900000,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"184","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA  DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIAL.","desenvolvimento de novos modelos, investimentos na melhoria  da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto social.",2016-02-25,2023-08-25,2737.5,90,7.5,440000000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",58666666.6666667,58666666.6666667,58666666.6666667,440000000,58666666.6666667,58666666.6666667,58666666.6666667,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"185","Bndes-15208801","Bndes","DESENVOLVIMENTO DE NOVOS MODELOS, INVESTIMENTOS NA MELHORIA  DA EFICIENCIA ENERGETICA DOS VEICULOS E CONSTRUCAO DO NOVO  CENTRO DE DISTRIBUICAO EM BETIM (MG), ALEM DE PROJETO SOCIAL.","desenvolvimento de novos modelos, investimentos na melhoria  da eficiencia energetica dos veiculos e construcao do novo  centro de distribuicao em betim (mg), alem de projeto social.",2016-02-25,2023-08-25,2737.5,90,7.5,209500000,"PRIVADA","RECURSOS LIVRES - FAT / RECURSOS LIVRES - TESOURO","REEMBOLSÁVEL","FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.",27933333.3333333,27933333.3333333,27933333.3333333,209500000,27933333.3333333,27933333.3333333,27933333.3333333,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
