"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"1081",1081,"ANEEL-PD-04380-0002","ANEEL","2015-12-17","2019-02-07",1148,"ESTUDO E DESENVOLVIMENTO DE METODOLOGIAS DE INSPEÇÃO AUTÔNOMA EM LINHAS DE TRANSMISSÃO","CONCLUÍDO",2212386.88,2204678.21491289,"Empresa Norte de Transmissão de Energia S.A","Empresa Privada","Não se Aplica","Empresa Norte de Transmissão de Energia S.A","Empresa Privada","PA","N","Publicamente Orientado",NA,0,0,26980.327804878,703415.689198606,701488.522926829,0,"estudo e desenvolvimento de metodologias de inspecao autonoma em linhas de transmissao transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1082",1082,"ANEEL-PD-00610-1004","ANEEL","2015-12-17","2021-04-10",1941,"SMART-SEN - Um Modelo de Simulação do Sistema Elétrico Nacional com Presença de Geração de Renováveis Intermitentes","CONCLUÍDO",306610,290023.678516229,NA,"Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,2211.5095311695,57657.2127769191,57499.247810407,57657.2127769191,"smart-sen - um modelo de simulacao do sistema eletrico nacional com presenca de geracao de renovaveis intermitentes geracao planejamento de sistemas de energia eletrica","7.1",7.1,"sim"
"1083",1083,"ANEEL-PD-02608-1201","ANEEL","2015-12-30","2018-01-26",758,"DESENVOLVIMENTO DE MODELAGEM PARA AVALIACAO DO USO DE ELETRODOS MARITIMOS EM SISTEMAS DE CORRENTE CONTINUA","CONCLUÍDO",2098800,2090493.40369393,"Expansion Transmissão de Energia Elétrica S.A","Empresa Privada","Não se Aplica","Expansion Transmissão de Energia Elétrica S/A","Empresa Privada","RJ","SE","Publicamente Orientado",NA,0,0,2768.8654353562,1010635.88390501,1007867.01846966,0,"desenvolvimento de modelagem para avaliacao do uso de eletrodos maritimos em sistemas de corrente continua transmissao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",7.1,"sim"
"1084",1084,"ANEEL-PD-00404-1502","ANEEL","2016-01-06","2019-05-08",1218,"Elaboração de metodologia de suprimento de energia elétrica a sistemas isolados no Pantanal Sul-Matogrossense","CONCLUÍDO",6061709.5,6046779.18103448,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica","ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","MS","CO","Publicamente Orientado",NA,0,0,0,1791638.27586207,1811545.36781609,0,"elaboracao de metodologia de suprimento de energia eletrica a sistemas isolados no pantanal sul-matogrossense distribuicao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.7,"sim"
"1085",1085,"ANEEL-PD-05707-4301","ANEEL","2016-01-07","2018-07-08",913,"Controle dinâmico inteligente para reguladores de tensão e sistemas supervisórios (CDI-RT) em ambiente smart grid.","EM ATRASO",1217338.4,1214671.72223439,"COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,478668.658926616,485335.353340635,0,"controle dinamico inteligente para reguladores de tensao e sistemas supervisorios (cdi-rt) em ambiente smart grid. distribuicao qualidade e confiabilidade dos servicos de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1086",1086,"ANEEL-PD-00063-3014","ANEEL","2016-01-13","2019-01-08",1091,"DE3014 - Thermovision - Sistema de detecção automática de pontos quentes a partir de uma imagem térmica","CONCLUÍDO",2397664.5,2391071.472044,"COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","Não se Aplica","COMPANHIA PAULISTA DE FORÇA E LUZ","Empresa Privada","SP","SE","Publicamente Orientado",NA,0,0,0,775779.622823098,799954.058661778,0,"de3014 - thermovision - sistema de deteccao automatica de pontos quentes a partir de uma imagem termica distribuicao seguranca","3.1",6.2,"sim"
"1087",1087,"ANEEL-PD-00369-0009","ANEEL","2016-01-21","2017-12-05",684,"""""Sistema de Segurança e Monitoramento Remoto de Técnicos em Manutenção de Sistemas Elétricos - SAFETEC""""","CONCLUÍDO",1673547.29,1671100.58343567,"ENERGISA RONDÔNIA - DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DE RONDÔNIA SA CERON","Empresa Privada","RO","N","Publicamente Orientado",NA,0,0,0,844113.764692983,826986.81874269,0,"""""sistema de seguranca e monitoramento remoto de tecnicos em manutencao de sistemas eletricos - safetec"""" distribuicao seguranca","nenhuma categoria encontrada",NA,"não"
"1088",1088,"ANEEL-PD-00026-0116","ANEEL","2016-01-22","2018-07-23",913,"SARA - Sistema remoto de análise contínua do estado operacional de equipamentos de alta tensão através do monitoramento do óleo isolante via Impedância Elétrica em Rádio Freqüência","EM ATRASO",2306882,2301828.58926616,"ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,869186.646221249,919720.753559693,0,"sara - sistema remoto de analise continua do estado operacional de equipamentos de alta tensao atraves do monitoramento do oleo isolante via impedancia eletrica em radio frequencia distribuicao supervisao, controle e protecao de sistemas de energia eletrica","""2.1"", ""3.1"", ""6.2"", ""7.1""",6.2,"sim"
"1089",1089,"ANEEL-PD-00394-1510","ANEEL","2016-01-25","2019-01-24",1095,"Aproveitamento Energético de Resíduos Sólidos Urbanos a partir da Tecnologia de Gaseificação de Leito Fixo","EM ATRASO",32404768,32315987.8136986,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,10091347.8429224,10771995.9378995,0,"aproveitamento energetico de residuos solidos urbanos a partir da tecnologia de gaseificacao de leito fixo geracao fontes alternativas de geracao de energia eletrica","3.4",3.4,"sim"
"1090",1090,"ANEEL-PD-00369-0010","ANEEL","2016-01-28","2018-09-11",957,"SISTEMA DE CONEXÃO DE MICROGERADORES COM A REDE DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA PARA VIABILIZAÇÃO DE CENTRAIS VIRTUAIS DE ENERGIA","CONCLUÍDO",2060200.71,2055895.17037618,"ENERGISA RONDÔNIA - DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DE RONDÔNIA SA CERON","Empresa Privada","RO","N","Publicamente Orientado",NA,0,0,0,727636.196426332,783608.21153605,0,"sistema de conexao de microgeradores com a rede de distribuicao de energia eletrica para viabilizacao de centrais virtuais de energia distribuicao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",7.1,"sim"
"1091",1091,"ANEEL-PD-00396-0039","ANEEL","2016-01-28","2019-01-25",1093,"Planejamento Dinâmico de Operações","CONCLUÍDO",951550,948938.24336688,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica","RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","RS","S","Publicamente Orientado",NA,0,0,0,294257.91399817,316893.138151876,0,"planejamento dinamico de operacoes distribuicao operacao de sistemas de energia eletrica","7.1",6.2,"sim"
"1092",1092,"ANEEL-PD-00396-0038","ANEEL","2016-01-28","2019-07-26",1275,"Solução Inovadora para Gerenciamento Ativo de Sistemas de Distribuição","CONCLUÍDO",3670000,3661364.70588235,"RGE SUL DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,972909.803921569,1047749.01960784,0,"solucao inovadora para gerenciamento ativo de sistemas de distribuicao distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1093",1093,"ANEEL-PD-00383-0059","ANEEL","2016-02-02","2021-01-06",1800,"Desenvolvimento de metodologia Mapa de Riscos para a análise da variável socioeconômica violência no diagnostico de perdas não técnicas de energia.","CONCLUÍDO",2600000,2585555.55555556,"AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,481000,525777.777777778,527222.222222222,"desenvolvimento de metodologia mapa de riscos para a analise da variavel socioeconomica violencia no diagnostico de perdas nao tecnicas de energia. distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"1094",1094,"ANEEL-PD-05785-4202","ANEEL","2016-02-03","2019-02-02",1095,"Desenvolvimento de técnicas de mitigação de desarmes de proteção de linhas de transmissão, devido ao Sudden Flashover.","EM ATRASO",1773862,1769002.10410959,"COMPANHIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELÉTRICA - CEEE-T","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,537828.478538813,589667.36803653,0,"desenvolvimento de tecnicas de mitigacao de desarmes de protecao de linhas de transmissao, devido ao sudden flashover. transmissao operacao de sistemas de energia eletrica","6.2",6.2,"sim"
"1095",1095,"ANEEL-PD-06491-0307","ANEEL","2016-02-05","2020-02-05",1461,"PROJETO LYNX - OTIMIZAÇÃO EM LARGA ESCALA APLICADA AO DESPACHO HIDROTÉRMICO BRASILEIRO: MODELOS HIERÁRQUICOS DE OPERAÇÃO E PLANEJAMENTO EM MÉDIO E CURTO PRAZOS COM INTEGRAÇÃO DE ENERGIA E POTÊNCIA","EM EXECUÇÃO",14888419.52,14847657.248898,"COPEL GERAÇÃO E TRANSMISSÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,3362887.36591376,3709366.67028063,356669.872142368,"projeto lynx - otimizacao em larga escala aplicada ao despacho hidrotermico brasileiro: modelos hierarquicos de operacao e planejamento em medio e curto prazos com integracao de energia e potencia comercializacao operacao de sistemas de energia eletrica","""6.2"", ""7.1""",7.1,"sim"
"1096",1096,"ANEEL-PD-00369-0011","ANEEL","2016-02-26","2018-02-25",730,"Gestor Integrado de Falhas","EM ATRASO",1135711.78,1132600.24087671,"ENERGISA RONDÔNIA - DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,480732.794547945,566300.120438356,0,"gestor integrado de falhas distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1097",1097,"ANEEL-PD-05457-1601","ANEEL","2016-03-04","2019-11-28",1364,"Solução Inovadora de Supervisão de Linhas de Transmissão Embarcando Dispositivos de Monitoramento não Convencionais e Análise Automatizada de Resultados","CONCLUÍDO",2739200,2733175.36656892,"LT Triângulo S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,606479.765395894,730988.856304985,0,"solucao inovadora de supervisao de linhas de transmissao embarcando dispositivos de monitoramento nao convencionais e analise automatizada de resultados transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1098",1098,"ANEEL-PD-00402-7001","ANEEL","2016-03-04","2019-03-04",1095,"Desenvolvimento de uma Rede de Sensores Passivos para Medição de Integridade de Equipamentos em Sistemas de Energia com Transmissão sem Fio","EM ATRASO",1782081.7,1777199.28438356,"ELETROSUL CENTRAIS ELÉTRICAS S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,491496.505388128,592399.761461187,0,"desenvolvimento de uma rede de sensores passivos para medicao de integridade de equipamentos em sistemas de energia com transmissao sem fio transmissao seguranca","6.2",6.2,"sim"
"1099",1099,"ANEEL-PD-00372-9992","ANEEL","2016-03-16","2019-07-26",1227,"Soluções para eliminação de limo e outros materiais característicos da região amazônica de isoladores de Subestações da Regional de Transmissão do Pará","CONCLUÍDO",3256094,3248132.88997555,"CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A ELETRONORTE","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,769573.969030155,965948.016299919,0,"solucoes para eliminacao de limo e outros materiais caracteristicos da regiao amazonica de isoladores de subestacoes da regional de transmissao do para geracao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",3.6,"sim"
"1100",1100,"ANEEL-PD-05016-1602","ANEEL","2016-03-22","2019-09-27",1284,"Dispositivo para Adequar Malas de Testes de Relés à Tecnologia Sampled Values, Conforme IEC 61850","CONCLUÍDO",2747455.36,2741036.0717757,"VILA DO CONDE TRANSMISSORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,607692.618566978,778873.63788162,0,"dispositivo para adequar malas de testes de reles a tecnologia sampled values, conforme iec 61850 transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1101",1101,"ANEEL-PD-00391-0020","ANEEL","2016-04-05","2018-10-03",911,"Sistema Inteligente de Apoio à Decisão Para Substituição Preventiva de Para-Raios no Sistema de Distribuição da EDP","CONCLUÍDO",1491800,1488524.91767289,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,0,0,0,442136.114160263,596064.983534577,0,"sistema inteligente de apoio a decisao para substituicao preventiva de para-raios no sistema de distribuicao da edp distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1102",1102,"ANEEL-PD-00402-1915","ANEEL","2016-04-15","2019-04-15",1095,"Desenvolvimento de uma planta Heliotérmica dentro da área de usina hidrelétrica de Passo São João, no município de Roque Gonzales no Rio Grande do Sul","EM ATRASO",1799998,1795066.49863014,"ELETROSUL CENTRAIS ELÉTRICAS S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,427396.785388128,598355.499543379,0,"desenvolvimento de uma planta heliotermica dentro da area de usina hidreletrica de passo sao joao, no municipio de roque gonzales no rio grande do sul geracao fontes alternativas de geracao de energia eletrica","3.1",3.1,"sim"
"1103",1103,"ANEEL-PD-00051-1503","ANEEL","2016-04-18","2017-10-17",547,"Desenvolvimento de um mecanismo para ganho de capacidade de armazenamento em reservatório","EM ATRASO",211041.17,210655.354332724,"DME DISTRIBUIÇÃO S.A. - DMED","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,99154.6264899452,111500.727842779,0,"desenvolvimento de um mecanismo para ganho de capacidade de armazenamento em reservatorio geracao operacao de sistemas de energia eletrica","""2.1"", ""6.3""",3.6,"sim"
"1104",1104,"ANEEL-PD-00380-0019","ANEEL","2016-04-19","2019-01-15",1001,"Desenvolvimento de Sistema de Supervisão e Controle da QEE de Curta e Longa Duração na Rede de Distribuição de MT utilizando Reguladores de Tensão.","CONCLUÍDO",1349960,1345914.16583417,"ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","ESPÍRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","ES","SE","Publicamente Orientado",NA,0,0,0,345244.515484516,490894.545454546,0,"desenvolvimento de sistema de supervisao e controle da qee de curta e longa duracao na rede de distribuicao de mt utilizando reguladores de tensao. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1105",1105,"ANEEL-PD-02651-0012","ANEEL","2016-05-16","2019-12-16",1309,"Desenvolvimento de metodologia de otimização de traçado e projeto de linhas de transmissão empregando técnicas quantiqualitativas em sistema de informações geográficas.","CONCLUÍDO",2385560,2380092.71199389,"Empresa Amazonense de Transmissão de Energia S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,417336.317799847,663364.278074866,0,"desenvolvimento de metodologia de otimizacao de tracado e projeto de linhas de transmissao empregando tecnicas quantiqualitativas em sistema de informacoes geograficas. transmissao planejamento de sistemas de energia eletrica","""6.2"", ""7.1""",7.1,"sim"
"1106",1106,"ANEEL-PD-00391-0023","ANEEL","2016-05-17","2018-10-15",881,"Critérios de sustentabilidade econômico-financeira e de boa governança corporativa para o avanços na Regulação de Eletricidade","CONCLUÍDO",1200000,1197275.82292849,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica","EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","SP","SE","Publicamente Orientado",NA,0,0,0,310556.1861521,495800.227014756,0,"criterios de sustentabilidade economico-financeira e de boa governanca corporativa para o avancos na regulacao de eletricidade distribuicao outros","7.1",6.2,"sim"
"1107",1107,"ANEEL-PD-00405-1603","ANEEL","2016-05-20","2019-09-19",1217,"Impacto dos Recursos Energéticos Distribuídos sobre o Setor de Distribuição","CONCLUÍDO",2162558.4,2157227.52473295,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,399815.645028759,646812.865735415,0,"impacto dos recursos energeticos distribuidos sobre o setor de distribuicao distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"1108",1108,"ANEEL-PD-00391-0022","ANEEL","2016-06-27","2020-09-29",1555,"AVALIAÇÃO DO PROGRAMA DE PeD DA ANEEL: 2008-2015 E FORMULAÇÃO DE PROPOSTAS DE APRIMORAMENTO DESTE PROGRAMA","CONCLUÍDO",2660171.2,2653328.31588424,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,319904.832411576,622702.454533762,465316.119871383,"avaliacao do programa de ped da aneel: 2008-2015 e formulacao de propostas de aprimoramento deste programa distribuicao outros","6.2",6.2,"sim"
"1109",1109,"ANEEL-PD-02866-0440","ANEEL","2016-06-29","2020-04-29",1400,"LOTE PIONEIRO E INSERÇÃO NO MERCADO DO SENSOR DE PROXIMIDADE DE REDE DE DISTRIBUIÇÃO ENERGIZADA COMO ACESSÓRIO DE CAPACETE DE SEGURANÇA.","CONCLUÍDO",2896000,2887725.71428571,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,382685.714285714,752960,246160,"lote pioneiro e insercao no mercado do sensor de proximidade de rede de distribuicao energizada como acessorio de capacete de seguranca. distribuicao seguranca","nenhuma categoria encontrada",6.2,"sim"
"1110",1110,"ANEEL-PD-07089-0001","ANEEL","2016-06-30","2018-04-30",669,"Modelagem Matemática de Relés de Proteção para Análise Dinâmica de Sistemas de Transmissão de Energia Elétrica","EM ATRASO",2789550,2781210.53811659,"BRILHANTE TRANSMISSORA DE ENERGIA SA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,767230.493273543,1517782.06278027,0,"modelagem matematica de reles de protecao para analise dinamica de sistemas de transmissao de energia eletrica transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1111",1111,"ANEEL-PD-05697-0614","ANEEL","2016-07-06","2021-01-28",1667,"Planejamento Dinâmico como Estratégia para a Contratação das Distribuidoras com Análise Integrada de Risco","CONCLUÍDO",1659642.96,1627784.18692262,"CELESC DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,177214.425242951,362393.543755249,363389.130413917,"planejamento dinamico como estrategia para a contratacao das distribuidoras com analise integrada de risco distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"1112",1112,"ANEEL-PD-06240-2014","ANEEL","2016-07-11","2017-07-11",365,"Utilização de fundações não convencionais para torres de transmissão com o uso de estacas helicoidais para cravabilidade em solos de média a alta resistência (solos tipo II e IIS)","EM ATRASO",702000,700076.712328767,"EVOLTZ VI - CAMPOS NOVOS TRANSMISSORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,332728.767123288,367347.945205479,0,"utilizacao de fundacoes nao convencionais para torres de transmissao com o uso de estacas helicoidais para cravabilidade em solos de media a alta resistencia (solos tipo ii e iis) transmissao outros","3.1",6.2,"sim"
"1113",1113,"ANEEL-PD-00047-0078","ANEEL","2016-07-12","2020-04-02",1360,"Desenvolvimento de Tecnologia Nacional para Redes Elétricas Inteligentes Módulo 1 - Infraestrutura (Etapa 1)","CONCLUÍDO",16128817.62,16081379.9211176,"COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,2039821.05194118,4316830.59829412,1091067.07429412,"desenvolvimento de tecnologia nacional para redes eletricas inteligentes modulo 1 - infraestrutura (etapa 1) distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"1114",1114,"ANEEL-PD-00402-0115","ANEEL","2016-07-12","2020-01-11",1278,"Sistema Fotovoltaico para Uso em Áreas de Reservatórios de Usinas Hidrelétricas","EM ATRASO",486269.65,484747.679264476,"ELETROSUL CENTRAIS ELÉTRICAS S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,0,65444.741627543,138499.336932707,3804.92683881064,"sistema fotovoltaico para uso em areas de reservatorios de usinas hidreletricas geracao gestao de bacias e reservatorios","3.1",3.1,"sim"
