"","id","titulo_projeto","categorias","cat2","existe"
"337","ANEEL-PD-00385-0046","Painel de Consumidores Residenciais para monitoração contínua das formas e atitudes gerais de consumo de energia elétrica","1.4",NA,"não"
"338","ANEEL-PD-02937-0045","INSERÇÃO TÉCNICO-COMERCIAL DE GERAÇÃO SOLAR FOTOVOLTAICA NA REDE DA CPFL - DIVERSIFICANDO A MATRIZ ENERGÉTICA BRASILEIRA","6.2",3.1,"sim"
"339","ANEEL-PD-00380-0009","Estudo de Novo regulador de tensão monofásico para redes de baixa tensão: uma solução portátil e modular para atender os requisitos de tensão estabelecidos na resolução ANEEL/PRODIST.","6.2",NA,"não"
"340","ANEEL-PD-05707-1351","Validação Operativa do Transformador a Seco Submersível integrado ao Smart Grid","6.2",NA,"não"
"341","ANEEL-PD-05785-1111","Sistema de Suporte para a Programação da Operação do Sistema da CEEE","nenhuma categoria encontrada",NA,"não"
"342","ANEEL-PD-05785-1221","Desenvolvimento de uma metodologia para  avaliar o desempenho de disjuntores classe 230 kV em operação nas subestações da concessionária, frente à evolução dos transitórios","nenhuma categoria encontrada",6.2,"sim"
"343","ANEEL-PD-05785-1151","Desenvolvimento de nanotecnologia para  tintas anti-incrustantes aplicadas ao combate do mexilhão dourado ","nenhuma categoria encontrada",6.1,"sim"
"344","ANEEL-PD-00391-0011","Lote Pioneiro Módulo de Medição Eletrônico - InovCity Aparecida","nenhuma categoria encontrada",6.2,"sim"
"345","ANEEL-PD-05785-1121","Desenvolvimento de método participativo para uso sustentável da água e das terras no entorno dos reservatórios de UHEs da CEEE-GT","nenhuma categoria encontrada",3.6,"sim"
"346","ANEEL-PD-05785-1241","DESENVOLVIMENTO DE UMA METODOLOGIA PARA ESTUDO, ANÁLISE E DIAGNÓSTICO DE SOBRETENSÕES TRANSITÓRIAS EM SISTEMAS ELÉTRICOS DE POTÊNCIA","nenhuma categoria encontrada",6.2,"sim"
"347","ANEEL-PD-05785-1231","Desenvolvimento de acessórios para utilização em condutores termorresistentes com núcleo de fibra de carbono","7.1",NA,"não"
"348","ANEEL-PD-05707-1311","Método inovador para análise da influência da variação dos parâmetros elétricos do solo com a frequência, em sistemas de aterramento frente a surtos, utilizando o método TLM e medidas associadas.","6.2",6.2,"sim"
"349","ANEEL-PD-05707-1371","Acervo Técnico Digital Integrado","nenhuma categoria encontrada",6.2,"sim"
"350","ANEEL-PD-05707-1321","Desenvolvimento de Transdutor de Corrente do tipo Bobina de Rogowski executado na modalidade cabeça-de-série","6.2",NA,"não"
"351","ANEEL-PD-05707-1381","Metodologia para Avaliação do Desempenho e Diagnóstico Automático do Sistema de Distribuição através de Indicadores Multicritérios","""6.2"", ""7.1""",7.1,"sim"
"352","ANEEL-PD-05785-1142","Alternativa inovadora e/ou mais eficiente para purificação do gás metano oriundo de biogás, com vistas à geração de energia elétrica.","""2.1"", ""3.4""",3.4,"sim"
"353","ANEEL-PD-05785-1242","Desenvolvimento de nova metodologia para avaliar os  efeitos  transitórios  eletromagnéticos coordenação de isolamento e proteção de transf de potência e de instrumentos no sist elétrico da CEEE GT","6.2",NA,"não"
"354","ANEEL-PD-05785-1141","Produção  Sustentável  de  Biometano  Para  a  Cogeração  de  Energia Elétrica e Calor ","6.1",3.7,"sim"
"355","ANEEL-PD-05707-1382","Metodologia para avaliação de desempenho, diagnóstico e priorização de Investimentos em Expansão considerando análise multicritério de cenários, riscos e aspectos técnicos e regulatórios.","""6.2"", ""7.1""",NA,"não"
"356","ANEEL-PD-05697-0510","Desenvolvimento de equipamento para o diagnóstico e análise de defeitos na operação de transformadores de distribuição.","6.2",6.2,"sim"
"357","ANEEL-PD-05697-0710","Desenvolvimento de Equipamento Inteligente para Medição e Controle Setorizados do Consumo de Energia.","nenhuma categoria encontrada",6.2,"sim"
"358","ANEEL-PD-04950-0377","PA - Proposta Metodológica para a Classificação dos Conjuntos de Ativos e Consumidores Baseados na Análise Espacial do Custo Operacional e Qualidade de Fornecimento de Energia Elétrica","nenhuma categoria encontrada",6.2,"sim"
"359","ANEEL-PD-00038-0005","Sistema Georreferenciado para Alocação Ótima de Bancos de Capacitores e Reguladores de Tensão em Redes de Distribuição de Média e Baixa Tensão","""6.2"", ""7.1""",NA,"não"
"360","ANEEL-PD-05785-1261","Comportamento Estacas Submetidas a Carregamentos Horizontais Estáticos e Dinâmicos","nenhuma categoria encontrada",NA,"não"
"361","ANEEL-PD-05785-1211","Desenvolvimento de métodos teórico-experimentais para a análise e projeto de amortecedores para cabos singelos e de espaçadores amortecedores para feixes de cabos de linhas de transmissão.","""6.2"", ""7.1""",NA,"não"
"362","ANEEL-PD-00402-0711","Desenvolvimento do Projeto e Construção de um Protótipo de Gerador Eólico Magnus de Velocidade Variável","nenhuma categoria encontrada",NA,"não"
"363","ANEEL-PD-05785-1143","Purificação de gás metano oriundo de biogás através de coluna de absorção de gás carbônico e adsorção de gás sulfídrico.","""2.1"", ""3.4""",NA,"não"
"364","ANEEL-PD-00402-1411","Turbiana Hidráulica Magnus","nenhuma categoria encontrada",3.7,"sim"
"365","ANEEL-PD-05697-2210","Metodologia para o Gerenciamento do Fluxo de Energia Líquida de uma Distribuidora com Vistas a Comercialização de Energia","7.1",NA,"não"
"366","ANEEL-PD-00390-1059","Desenvolvimento de Linhas de Transmissão Aéreas Isoladas e Compactas  em 138 kV","6.2",6.2,"sim"
"367","ANEEL-PD-00390-1058","DESENVOLVIMENTO DE MODELO HÍBRIDO DE PREDIÇÃO PARA ANALISES DE ÓLEO DOS TRANSFORMADORES COM VISTAS AO APOIO À DECISÃO E A CONFIABILIDADE DO DIAGNÓSTICO DE FALHAS DO SISTEMA DE POTÊNCIA","2.1",6.2,"sim"
"368","ANEEL-PD-00026-0211","Planejamento de recursos operativos para o alcance de metas de indicadores de continuidade na rede de distribuição usando modelos de otimização com base na simulação estocástica de eventos discretos","""6.2"", ""7.1""",6.2,"sim"
"369","ANEEL-PD-00103-0002","Sistema Integrado para Indicação de Ações Técnicas de Combate às Perdas Elétricas em Redes de Distribuição Urbanas e Rurais de MT e BT Através da Monitoração Online Centralizada de Grandezas Elétricas","nenhuma categoria encontrada",6.2,"sim"
"370","ANEEL-PD-05370-0001","DESENVOLVIMENTO DE UM SISTEMA (HARDWARE + SOFTWARE) PARA GERENCIAMENTO E MITIGAÇÃO DAS PERDAS PARA COOPERATIVAS DE ELETRIFICAÇÃO RURAL.","nenhuma categoria encontrada",NA,"não"
"371","ANEEL-PD-00402-1511","Sistema de Amortecimento Regenerativo de Vibrações para Grupos Geradores.","nenhuma categoria encontrada",3.7,"sim"
"372","ANEEL-PD-00402-0411","Desenvolvimento de Forma de Transmitir Grandezas Elétricas e Mecânicas Utilizando as Estruturas de Uma Linha de Transmissão como Meio para Avaliação do Estado Operativo e da Integridade das Mesmas","6.2",NA,"não"
"373","ANEEL-PD-06072-0279","Avaliação qualitativa de posicionamento de rede baseado em imagens utilizando visão computacional.","6.2",6.2,"sim"
"374","ANEEL-PD-00038-0002","Afundamentos de Tensão no Sistema Elétrico de Concessionárias, com Medições, Avaliação Estatística,","6.2",6.2,"sim"
"375","ANEEL-PD-00095-0003","Análise, Modelagem e Desenvolvimento de Estratégias de Utilização de Filtros Ativos de Potência cooperativos em sistemas de distribuição de Energia Elétrica","6.2",6.2,"sim"
"376","ANEEL-PD-00038-0006","Compensação de energia reativa e harmônicos para a melhoria da eficiência energética em redes de distribuição","""1.4"", ""6.2""",1.4,"sim"
"377","ANEEL-PD-00402-0211","Utilização da Tecnologia de Plasma para Tratamento de Bauxita Impregnada com Óleo Mineral Isolante","2.1",3.4,"sim"
"378","ANEEL-PD-00394-1006","Sistema de Seleção e Priorização Ótima de Portfolios Balanceados de Projetos","nenhuma categoria encontrada",NA,"não"
"379","ANEEL-PD-00394-1002","Aplicação de célula a combustível a hidrogênio na alimentação de Estações de Telecomunicações","""5.1"", ""5.2""",5.2,"sim"
"380","ANEEL-PD-00394-1013","Modelagem e otimização de estruturas de barragens de concreto construído em camadas sujeito a fissuração em baixas idades","nenhuma categoria encontrada",3.6,"sim"
"381","ANEEL-PD-00394-1014","Monitoramento e Estudo de Técnicas Alternativas na Estabilização de Processos Erosivos em Reservatórios de UHEs.","nenhuma categoria encontrada",3.6,"sim"
"382","ANEEL-PD-00394-1019","Produção de Plâncton e sua Utilização na Larvicultura de Peixes Neotropicais","nenhuma categoria encontrada",NA,"não"
"383","ANEEL-PD-00369-0007","Melhoria da Qualidade e Confiabilidade da Tecnologia PRE no Esquema Trifásico através do Religamento Automático","nenhuma categoria encontrada",6.2,"sim"
"384","ANEEL-PD-00026-0411","Sistema Piloto de Gerenciamento Remoto de Consumidores Monofásicos - SISGERM","6.2",NA,"não"
"385","ANEEL-PD-00032-0001","Desenvolvimento de conjunto conector derivação, ferramenta de aplicação e procedimento que possibilite a sua instalação, da escada ou do poste, em redes de média tensão com os condutores energizados.","nenhuma categoria encontrada",6.2,"sim"
"386","ANEEL-PD-05697-0910","Modelo robusto para avaliação e melhoria da confiabilidade de redes de distribuição fundamentado na análise conjunta de ações de manutenção preventiva, operação e incremento da flexibilidade.","6.2",6.2,"sim"
"387","ANEEL-PD-05697-0810","Tecnologia de identificação para equipamentos relacionados à distribuição de energia e medição de empresas do setor elétrico","6.2",6.2,"sim"
"388","ANEEL-PD-05697-1210","Padrão de Rede de Distribuição de Energia Elétrica de Media Tensão para Instalação em Regiões Sujeitas a Rajadas de Vento de Alta Intensidade.","""3.1"", ""6.2""",6.2,"sim"
"389","ANEEL-PD-05697-1010","SMARTFIX - Metodologia de Recomposição Automática de Redes de Distribuição Utilizando Fontes Mistas de Informação Para Detecção e Localização de Faltas em Ambientes Smart Grid.","6.2",6.2,"sim"
"390","ANEEL-PD-00068-0030","Desenvolvimento de sistema - cromatógrafo, metodologia e software - para determinação da concentração de PCBs em líquidos isolantes de equipamentos elétricos de alta tensão","3.1",6.2,"sim"
"391","ANEEL-PD-00068-0031","Ferramentas Inteligentes Para Diagnósticos em Transformadores de Transmissão Submetidos a Esforços","6.2",6.2,"sim"
"392","ANEEL-PD-00068-0025","Alocação de Tecnologias FACTS em Sistemas de Transmissão para Benefício da Operação da Rede","""6.2"", ""7.1""",7.1,"sim"
"393","ANEEL-PD-00038-0007","Detecção de falhas iminentes em transformadores utilizando redes neurais e comunicação sem fio.","6.2",6.2,"sim"
"394","ANEEL-PD-00396-0033","Coordenação de Isolamentos em Redes de Média Tensão com Neutros Ressonantes","nenhuma categoria encontrada",6.2,"sim"
"395","ANEEL-PD-04951-0461","DE-Sistema para Monitoração Óptica de Descargas Parciais em Buchas de Trafo em SE","6.2",6.2,"sim"
"396","ANEEL-PD-05697-0410","Pesquisa e Desenvolvimento de Metodologia para Detecção de Falhas Iminentes em Sistemas de Distribuição.","6.2",6.2,"sim"
"397","ANEEL-PD-00369-0008","Desenvolvimento de Protótipo de Transformador de Corrente-Automonitorado Baseado em Circuito Integrado","6.2",6.2,"sim"
"398","ANEEL-PD-00400-0002","Desenvolvimento de Sistemas Inteligentes para Reconfiguração de Redes de Distribuição em Situações de Contingências considerando Operação Ilhada de PCH","""3.6"", ""6.2""",6.2,"sim"
"399","ANEEL-PD-00097-0014","Operação da unidade de Biofixação de Gás Carbônico por Microalgas Instalada na Usina Termelétrica Presidente Médici","2.1",3.4,"sim"
"400","ANEEL-PD-00385-0047","Melhoria de Segurança, Qualidade e Confiabilidade do Sistema Elétrico de Distribuição através de Metodologia de Controle de Sistema de Aterramento","6.2",NA,"não"
"401","ANEEL-PD-00097-0015","Caracterização Avaliação da Eficiência Agronômica e Qualidade dos Alimentos e da Segurança Ambiental de Matrizes à Base de Produtos da Cadeia do Carvão Mineral Para uso na Agricultura","2.2",NA,"não"
"402","ANEEL-PD-03223-0004","Projeção de Parâmetros Regulatórios da Permissão em Diferentes Cenários Visando a Modicidade Tarifária e a Qualidade Adequada no Fornecimento de Energia Elétrica","nenhuma categoria encontrada",6.2,"sim"
"403","ANEEL-PD-00396-0031","Sistema de Apoio à Decisão para Despacho Automático e Integrado de Ordens de Serviços Emergenciais","nenhuma categoria encontrada",6.2,"sim"
"404","ANEEL-PD-00396-0030","Reconfiguração Dinâmica de Redes de Distribuição por meio do Uso de Equipamentos Automatizados","6.2",6.2,"sim"
"405","ANEEL-PD-02609-0001","Prospecção e Hierarquização de Inovações Tecnológicas Aplicadas a Equipamentos de Alta Tensão em Corrente Alternada.","""3.1"", ""7.1""",7.1,"sim"
"406","ANEEL-PD-05697-4411","Utilização da Energia Solar em Sistemas Fotovoltaicos Multifuncionais Operando em Redes Inteligentes","""3.1"", ""6.2""",3.1,"sim"
"407","ANEEL-PD-00038-0008","Sistema de Monitoração e Gerenciamento de Qualidade de Energia Elétrica","nenhuma categoria encontrada",NA,"não"
"408","ANEEL-PD-00382-0080","Desenvolvimento tecnológico e inovação na utilização de tecnologia fotovoltaica e sua integração inteligente com a rede de distribuição: uma ação voltada a Grandes Clientes da Light.","6.2",3.1,"sim"
"409","ANEEL-PD-00044-0025","Metodologia e Software para Gestão Sistêmica da Qualidade de Energia (QEE), integrados em uma Plataforma de Engenharia - Informações Regulatórias e Suporte aos Processos Comercial e Engenharia","nenhuma categoria encontrada",NA,"não"
"410","ANEEL-PD-00394-0927","Implementação Piloto de um Sistema de Frequência Variável","nenhuma categoria encontrada",3.6,"sim"
"411","ANEEL-PD-00394-1008","Desenvolvimento de plataforma para modelagem e integração entre engenharia civil e meteorologia visando explorar e otimizar empreendimentos de geração","""6.2"", ""7.1""",7.1,"sim"
"412","ANEEL-PD-00394-1027","Implementação Piloto de um Sistema de Frequência Variável","nenhuma categoria encontrada",3.6,"sim"
"413","ANEEL-PD-00039-0058","Lote pioneiro do Indicador de Conformidade de Níveis de Tensão.","6.2",6.2,"sim"
"414","ANEEL-PD-00039-0057","Cabeça de série do Dispositivo de indicaçao de defeitos em células de banco reguladores de tensao, no segmento de 13,8kV, para informaçao e localizaçao imediata da falta.","6.2",6.2,"sim"
"415","ANEEL-PD-05697-0112","Desenvolvimento de sistema de conhecimento para apoiar o processo de gestão regulatória realizado em concessionária de distribuição de energia elétrica","nenhuma categoria encontrada",NA,"não"
"416","ANEEL-PD-05697-0612","Desenvolvimento de estratégias inteligentes de avaliação de investimento na distribuição","""6.2"", ""7.1""",NA,"não"
"417","ANEEL-PD-05697-0712","Desenvolvimento de método inteligente para suporte à tomada de decisão e apoio a precificação de referência para aquisição de materiais e equipamentos","7.1",NA,"não"
"418","ANEEL-PD-05697-0312","Sistema Inteligente Fundamentado em Técnicas Estatísticas Avançadas para Determinação de Preços Referenciais Apropriados de Materiais e Equipamentos dos Sistemas Elétricos","nenhuma categoria encontrada",NA,"não"
"419","ANEEL-PD-05697-0812","Sistema de Conhecimento para Apoio ao Processo de Gestão Relulatória","1.4",NA,"não"
"420","ANEEL-PD-05697-1212","Sistema de conhecimento para apoiar o processo de gestão regulatória no segmento de distribuição de energia elétrica.","nenhuma categoria encontrada",NA,"não"
"421","ANEEL-PD-00039-0055","Solução Informatizada de Confirmação de Atendimento em Campo, via Mecanismos Seguros de Validaçao para Gestão das Informações e Documentos Associados","nenhuma categoria encontrada",NA,"não"
"422","ANEEL-PD-00039-0056","Modelagem de Ambiente Extra-Empresa com condições operacionais e psicosociais para a prática de trabalho especializado remoto de empresas do setor elétrico.","nenhuma categoria encontrada",6.2,"sim"
"423","ANEEL-PD-00039-0054","Sistema de Determinação da curva de desempenho de operadores de sistema com base no levantamento e análise do perfil comportamental","7.1",6.2,"sim"
"424","ANEEL-PD-00383-0056","Manejo Integrado de Vegetação sob Linhas de Transmissão - Controle de espécies invasoras e manutenção da biodiversidade em faixa de domínio localizada em Unidade de Conservação de Proteção Integral","6.2",NA,"não"
"425","ANEEL-PD-00371-0010","Sistema Inteligente para Gestão do Enxofre Corrosivo em Equipamentos de Subestações Usando Extração do Conhecimento de Base de Dados  - KDD","nenhuma categoria encontrada",NA,"não"
"426","ANEEL-PD-00382-0081","A Abordagem Fuzzy AHP na Hierarquização de Ativos de Empresas do Setor Elétrico","nenhuma categoria encontrada",6.2,"sim"
"427","ANEEL-PD-05697-0212","ANÁLISE DE INVESTIMENTOS DE ENGENHARIA SOB A ÓTICA DE INTEGRAÇÃO REGULATÓRIA, TÉCNICA E FINANCEIRA, NO ÂMBITO DA DISTRIBUIÇÃO DE ENERGIA ELÉTRICA","""6.2"", ""7.1""",NA,"não"
"428","ANEEL-PD-05697-0412","Metodologia de análise regulatória através da alocação ótima de Pareto no uso de recursos da distribuidora de energia elétrica","7.1",NA,"não"
"429","ANEEL-PD-05697-1312","Elaboração de modelos de regressão linear múltipla para suporte à tomada de decisão e estabelecimento de preço de materiais e equipamentos","nenhuma categoria encontrada",NA,"não"
"430","ANEEL-PD-05697-0512","Sistema de auxílio à tomada de decisão na definição de preços referenciais","nenhuma categoria encontrada",NA,"não"
"431","ANEEL-PD-05697-1012","Modelo para Estimação de Preços de Equipamentos e Materiais Correlacionando Atributos Técnicos, Econômicos, Mercadológicos e Tendências Tecnológicas para Apoio aos Processos de Aquisição","7.1",NA,"não"
"432","ANEEL-PD-05697-0912","Sistema Integrado Multiárea de Avaliação Regulatória de Investimentos (SIMARI)","""6.2"", ""7.1""",NA,"não"
"433","ANEEL-PD-05707-1312","Análise do comportamento de sistemas de aterramento impulsivos aplicando a Equação de Debye, Método de Modelagem por Linhas de Transmissão e Medições em Amostras de Solo e em Eletrodos de Aterramento","6.2",6.2,"sim"
"434","ANEEL-PD-00372-9999","?	Modelo de Análise de Risco para Bioinvasões Aquáticas: Estudo de Caso do Mexilhão Dourado Fase II - Projeto de Continuidade","nenhuma categoria encontrada",NA,"não"
"435","ANEEL-PD-00372-1233","Análise do grau de envelhecimento da barragem de concreto da UHE TUCURUÍ por meio de modelos computacionais avançados","3.6",6.1,"sim"
"436","ANEEL-PD-00394-1022","Elaboração de um sistema automático de geração de cenários de afluência utilizando previsões climáticas","nenhuma categoria encontrada",3.6,"sim"
"437","ANEEL-PD-00394-1009","Qualidade da água e dos sedimentos em resposta à instalação de parques aquícolas no Reservatório da Usina Hidrelétrica de Furnas","2.1",6.1,"sim"
"438","ANEEL-PD-00394-1023","Sistema Objetivo de Previsão de Tempestades Severas com Alto Poder Destrutivo","nenhuma categoria encontrada",6.2,"sim"
"439","ANEEL-PD-04734-0003","Monitoramento remoto de queimadas em faixas de servidão.","6.2",NA,"não"
"440","ANEEL-PD-00394-1001","Desenvolvimento de metodologia para o uso de técnicas tomográfica e microtomográfica para caracterização de compósitos à base de cimento utilizados em barragens","nenhuma categoria encontrada",3.6,"sim"
"441","ANEEL-PD-00380-0010","Desenvolvimento de Regulador Monofásico de Tensão, Portátil e Modular para Baixa Tensão.","nenhuma categoria encontrada",NA,"não"
"442","ANEEL-PD-00394-1020","Recuperação de Áreas Degradadas no Reservatório da UHE Funil (RJ): um estudo de caso utilizando uma visão integrada dos aspectos físicos, hidrológicos e de bioengenharia de solos","""2.1"", ""3.6""",NA,"não"
"443","ANEEL-PD-05160-1109","Sistema Integrado de Otimizaçao de Planejamento e Operaçao da Automaçao de Equipamentos de Manobra em Redes de Distribuiçao","""6.2"", ""7.1""",NA,"não"
"444","ANEEL-PD-05160-1111","Desenvolvimento, quantificação e implantação de sistema para minimização de perdas técnicas por reativos em transformadores e cabos do sistema reticulado de distribuição","nenhuma categoria encontrada",NA,"não"
"445","ANEEL-PD-06585-1201","Avaliação da condição de Operação de Isoladores de Pino Porcelana Instalados na rede de distribuição de Média Tensão do Grupo Energisa","6.2",6.2,"sim"
"446","ANEEL-PD-05785-1271","Comportamento Estacas Submetidas a Carregamentos Horizontais Estáticos e Dinâmicos","nenhuma categoria encontrada",NA,"não"
"447","ANEEL-PD-00038-0009","INDICADOR DE CONSUMO DE ENERGIA PARA APLICAÇÃO NOS MEDIDORES DE CLIENTES DE BAIXA RENDA","nenhuma categoria encontrada",6.2,"sim"
"448","ANEEL-PD-05707-1372","Desenvolver o Electrical Engineering Knowledge Based System (EEKBS) para a gestão do conhecimento da Geração, Transmissão e Distribuição, com técnicas inovadoras de classificação, correlação e busca.","6.2",3.6,"sim"
"449","ANEEL-PD-06585-1206","Sistemática para Otimização da Manutenção de Ativos","nenhuma categoria encontrada",6.2,"sim"
"450","ANEEL-PD-05013-0212","Metodologia de dimensionamento e desenvolvimento de anteparos naturais para proteção contra falhas em redes decorrentes de intempéries","6.2",6.2,"sim"
"451","ANEEL-PD-04951-0396","GT396-PA-Teores Deletérios de Compostos de Enxofre em Concretos e Argamassas de Usinas Hidrelétricas, Pesquisa Aplicada.","nenhuma categoria encontrada",3.6,"sim"
"452","ANEEL-PD-05785-1113","INSERÇÃO DA GERAÇÃO SOLAR FOTOVOLTAICA URBANA CONECTADA À REDE EM PORTO ALEGRE","6.2",NA,"não"
"453","ANEEL-PD-00038-0010","Líquido da Casca de Castanha do Caju: Resina Fenólica para construção de Poste de Concreto - (Poste -LCC)","nenhuma categoria encontrada",6.2,"sim"
"454","ANEEL-PD-05697-1412","Metodologia de Análise Socioeconômica dos Hábitos e Medição do Consumo de Energia Elétrica - Projeto kONSUMO","1.4",NA,"não"
"455","ANEEL-PD-05697-1512","Equipamento de detecção instantânea de fraude nos ramais e nos medidores das unidades consumidoras do Grupo B","6.2",NA,"não"
"456","ANEEL-PD-05697-1612","Análise socioeconômica dos hábitos e medição do consumo de energia elétrica, por tipo de uso, de consumidores residenciais e consumidores de baixa renda","1.4",NA,"não"
"457","ANEEL-PD-05697-1712","Estudo de tecnologias alternativas de comunicação para medição remota dos grandes consumidores de energia elétrica","nenhuma categoria encontrada",NA,"não"
"458","ANEEL-PD-00553-0017","Estudo da Geração Fotovoltaica Centralizada e seu Impacto no Sistema Elétrico","nenhuma categoria encontrada",3.1,"sim"
"459","ANEEL-PD-06491-0249","COMPARAÇÃO DA GERAÇÃO DE ENERGIA ELÉTRICA POR FONTE SOLAR FOTOVOLTAICA E SUA DISPONIBILIZAÇÃO NA REDE DE DISTRIBUIÇÃO SEM E COM ACUMULAÇÃO EM BANCO DE BATERIA VANÁDIO DE CICLO ILIMITADO","""3.1"", ""6.2"", ""6.3""",NA,"não"
"460","ANEEL-PD-06981-0002","Arranjos técnicos e comerciais para inserção da geração solar fotovoltaica na matriz energética Brasileira.","nenhuma categoria encontrada",NA,"não"
"461","ANEEL-PD-00063-0046","PA0046 - PRODUÇÃO DE ELETRICIDADE A PARTIR DO BIOGÁS PROVENIENTE DA BIODIGESTÃO DA VINHAÇA COM CONSEQUENTE REDUÇÃO DE SEU POTENCIAL POLUIDOR E DIVERSIFICAÇÃO DA MATRIZ ENERGÉTICA BRASILEIRA","""3.4"", ""7.1""",3.4,"sim"
"462","ANEEL-PD-05697-1812","NOVO MEDIDOR E SISTEMA PARA AVALIAÇÃO DOS HÁBITOS DE CONSUMO E IDENTIFICAÇÃO DOS EQUIPAMENTOS ELETROELETRONICOS COM MAIOR PARTICIPAÇÃO NO CONSUMO DE ENERGIA ELETRICA DOS CLIENTES RESIDENCIAIS","""1.4"", ""6.2""",NA,"não"
"463","ANEEL-PD-05697-1912","Técnicas, equipamentos e sistema para combate às perdas não técnicas utilizando conceito de smart metering","nenhuma categoria encontrada",NA,"não"
"464","ANEEL-PD-05697-2012","Concepção de Modelo para Cálculo de Demanda Ativa e Reativa Futura no Âmbito do Planejamento da Expansão de Sistemas de Energia Elétrica","7.1",7.1,"sim"
"465","ANEEL-PD-05697-2112","Sistema integrado remoto antifurto de medição com acesso à internet","nenhuma categoria encontrada",6.2,"sim"
"466","ANEEL-PD-05697-2312","Similaridades no comportamento da carga na redução da complexidade da previsão da carga por subestação","nenhuma categoria encontrada",NA,"não"
"467","ANEEL-PD-05697-2412","Detector Instantâneo de Fraude no Medidor e de Desvio de Energia por Diferencial de Corrente no Ramal em Unidades Consumidoras do Grupo B","nenhuma categoria encontrada",NA,"não"
"468","ANEEL-PD-06491-0251","APLICAÇÃO DE CÉLULAS FOTOVOLTAICAS DE FABRICAÇÃO NACIONAL PARA GERAÇÃO DE ENERGIA ELÉTRICA INTERLIGADA A REDE DE DISTRIBUIÇÃO NO ESTÁDIO QUE VIER A SEDIAR JOGOS DA COPA FIFA 2014 EM CURITIBA","6.2",NA,"não"
"469","ANEEL-PD-05697-2512","Metodologia e Instrumental de apoio para definição da estratégia ótima de contratação de energia de Distribuidoras, com suporte de conceitos e técnicas do mercado financeiro","7.1",NA,"não"
"470","ANEEL-PD-05697-2612","Estratégia de Contratação das Distribuidoras com Análise Integrada de Risco","nenhuma categoria encontrada",NA,"não"
"471","ANEEL-PD-05697-2712","Sistema computacional para previsão de demanda por potência para longo prazo","6.2",NA,"não"
"472","ANEEL-PD-05697-2912","Sistema Integrado, Remoto e Anti-Furto de Medição e Gerenciamento de Distribuição de Energia Elétrica com Acesso à Internet","nenhuma categoria encontrada",NA,"não"
"473","ANEEL-PD-05697-2212","IMPACTOS DA LIDERANÇA NO DESENPENHO DA ÁREA COMERCIAL EM UMA EMPRESA DO SETOR ELÉTRICO","nenhuma categoria encontrada",NA,"não"
"474","ANEEL-PD-05697-3012","Quantificação de perdas em baixa tensão para a nova realidade das Smart Grids","nenhuma categoria encontrada",NA,"não"
"475","ANEEL-PD-06585-1203","Software de otimização multiobjetivo e multicritério de campo elétrico e campo magnético em projetos de linha de transmissão","6.2",6.2,"sim"
"476","ANEEL-PD-06585-1205","Modelagem de um Vetor Econômico para a Qualidade do Serviço","nenhuma categoria encontrada",6.2,"sim"
"477","ANEEL-PD-00390-1061","ARRANJOS TÉCNICOS E COMERCIAIS PARA INSERÇÃO DA GERAÇÃO SOLAR FOTOVOLTAICA NA MATRIZ ENERGÉTICA BRASILEIRA","nenhuma categoria encontrada",3.1,"sim"
"478","ANEEL-PD-04950-0373","D373 - LP-Infraestrutura de uma Rede Inteligente (Smart-Grid) a Baixo Custo.","""1.4"", ""6.2""",1.4,"sim"
"479","ANEEL-PD-05370-0002","SISTEMA DE MEDIÇÃO EM DOIS NÍVEIS PARA MITIGAÇÃO DAS PERDAS TÉCNICAS E COMERCIAIS EM COOPERATIVAS DE ELETRIFICAÇÃO RURAL","nenhuma categoria encontrada",6.2,"sim"
"480","ANEEL-PD-04951-0411","GT411 - PA - Desenvolvimento de ambientes virtuais, para centro de operação de sistemas representativos das subestações e usinas da Cemig, associados a tecnologias de projeção 3D.","6.2",6.2,"sim"
"481","ANEEL-PD-00385-0052","Desenvolvimento de Modelo para a Geração de Indicadores Prospectivos de Crescimento Econômico Municipal para Subsidiar a Contratação do MUST","7.1",NA,"não"
"482","ANEEL-PD-04950-0431","D431 - DE - Sistema de alocação de equipamentos de seccionamento automáticos em redes auto-reconfiguráveis (self-healing) com foco na minimização de indicadores de continuidade.","""6.2"", ""7.1""",7.1,"sim"
"483","ANEEL-PD-00371-0011","Metodologias para Avaliação, Diagnóstico e Mitigação do Impacto de Fontes Harmônicas de Alimentadores Rurais em Redes de Distribuição de Energia Elétrica","6.2",6.2,"sim"
"484","ANEEL-PD-06585-1204","Dispositivo de lacre para compartimento do borne do medidor (Cabeça de série)","nenhuma categoria encontrada",6.2,"sim"
"485","ANEEL-PD-00385-0050","Avaliação de Segurança para medidores eletrônicos e de smart metering","6.2",6.2,"sim"
"486","ANEEL-PD-04950-0379","D379 - PA - Sistema para gestão de iluminação pública e medição com uso de rede de comunicação híbrida.","nenhuma categoria encontrada",6.2,"sim"
"487","ANEEL-PD-00394-1024","Substituição do Corte de Vegetação sob as Linhas de Transmissão por Elementos Arbóreos de Baixa Estatura","6.2",NA,"não"
"488","ANEEL-PD-00394-1004","Desenvolvimento de sistema de interface do sinal de vibração para monitoramento da cavitação em turbinas Hidráulicas tipo Francis","nenhuma categoria encontrada",3.6,"sim"
