"","id","titulo_projeto","categorias","cat2","existe"
"1122","ANEEL-PD-06072-0433","Plataforma GIS de Alta Performance para Processamento em Tempo Real de Grande Volume de Dados em Smart Grid","3.1",6.2,"sim"
"1123","ANEEL-PD-00047-0079","Desenvolvimento de Tecnologia Nacional para Redes Elétricas Inteligentes Módulo 2 - Tecnologia de Informação","nenhuma categoria encontrada",6.2,"sim"
"1124","ANEEL-PD-06072-0423","Metodologia de Análise e Adequação da Rede de Distribuição Quanto às Violações de Tensão Previstas no PRODIST - ANEEL.","6.2",6.2,"sim"
"1125","ANEEL-PD-06072-0426","Aprimoramento do Sistema de Controle e Monitoramento de Sistemas de Irrigação a Pivô Central visando Eficientização do Consumo de Energia e Água","""1.4"", ""6.2""",1.4,"sim"
"1126","ANEEL-PD-00391-0021","Regulador de tensão tipo indução para utilização em transformador de distribuição","6.2",6.2,"sim"
"1127","ANEEL-PD-00037-0025","Cabeça de Série - Telecomando de Chaves da Rede de Distribuição através da Tecnologia PLC (PowerLineCommunications)","6.2",6.2,"sim"
"1128","ANEEL-PD-00371-0026","Desenvolvimento de um Sistema Robusto para Monitoramento e Atualização da Base de Dados Georeferenciada de uma Distribuidora de Energia Elétrica","nenhuma categoria encontrada",6.2,"sim"
"1129","ANEEL-PD-00048-1619","CHESF Torre Solar Um","nenhuma categoria encontrada",3.7,"sim"
"1130","ANEEL-PD-05697-0210","Parâmetros preditivos para a energia e a carga no mercado de energia elétrica da CELESC","nenhuma categoria encontrada",6.2,"sim"
"1131","ANEEL-PD-07019-0039","Desenvolvimento experimental de traje para trabalhos envolvendo alta tensão baseado em tecnologias vestíveis (wearable technologies)","3.1",6.2,"sim"
"1132","ANEEL-PD-00371-0024","Monitoramento Dinâmico do Uso de EPI's/EPC's  no Campo Empregando Técnicas de Biometria","nenhuma categoria encontrada",6.2,"sim"
"1133","ANEEL-PD-00037-0024","Internet of Grids - IoG: O conceito de Internet das Coisas aplicado ao sistema elétrico de distribuição","6.2",6.2,"sim"
"1134","ANEEL-PD-00371-0027","Sistema de Rastreamento de Transformadores de Distribuição Utilizando Etiqueta Eletrônica e Rede de Comunicação Baseado em Tecnologia LORA","6.2",6.2,"sim"
"1135","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.4,"sim"
"1136","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",2.2,"sim"
"1137","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",2.1,"sim"
"1138","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",6.1,"sim"
"1139","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",2.3,"sim"
"1140","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",6.2,"sim"
"1141","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.2,"sim"
"1142","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",6.3,"sim"
"1143","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.1,"sim"
"1144","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",5.1,"sim"
"1145","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",1.2,"sim"
"1146","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",4.1,"sim"
"1147","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",5.2,"sim"
"1148","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.7,"sim"
"1149","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",4.2,"sim"
"1150","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",4.9,"sim"
"1151","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",1.3,"sim"
"1152","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",1.1,"sim"
"1153","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",7.1,"sim"
"1154","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.3,"sim"
"1155","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.6,"sim"
"1156","ANEEL-PD-05697-0714",NA,"nenhuma categoria encontrada",3.5,"sim"
"1157","ANEEL-PD-07019-0041","Pontalete Extensível Ajustável ao Ciclo Hidrológico das Regiões de Várzeas Amazônicas","nenhuma categoria encontrada",6.2,"sim"
"1158","ANEEL-PD-05697-0115","Desenvolvimento de Técnicas e Procedimentos com o Objetivo de Otimizar o Processo de Poda e Roçada em Linhas de Transmissão e Redes de Distribuição de MT","6.2",6.2,"sim"
"1159","ANEEL-PD-02866-0272","Otimização do Processo de Restabelecimento de Energia em Tempo Real Utilizando Técnicas de Redes Inteligentes (Smart Grids) e Apoio à Decisão dos Operadores dos Centros de Operação da Distribuição","6.2",6.2,"sim"
"1160","ANEEL-PD-00391-0024","SISTEMA AUTÔNOMO-COOPERATIVO DE PLANEJAMENTO E EXECUÇÃO DE INSPEÇÃO DE ATIVOS DE ENERGIA (SIAD-AERO)","7.1",6.2,"sim"
"1161","ANEEL-PD-07355-0001","Desenvolvimento De Mistura Para Adaptação De Solos Arenosos Visando A Melhoria Do Sistema De Aterramento","nenhuma categoria encontrada",6.2,"sim"
"1162","ANEEL-PD-00404-1604","Construindo uma metodologia para transformação de inovação em projetos de larga escala","nenhuma categoria encontrada",6.2,"sim"
"1163","ANEEL-PD-00039-0075","Desenvolvimento de Sistema de Gestão de Recarga para Veículos Elétricos em Regime de Car Sharing","nenhuma categoria encontrada",1.3,"sim"
"1164","ANEEL-PD-04950-0719","Siase - Sistema de Inteligência Analítica do Setor Elétrico - Etapa II","nenhuma categoria encontrada",6.2,"sim"
"1165","ANEEL-PD-05161-0010","Cabeça de Série de um sistema inovador de limpeza de trocadores de calor de hidrogeradores","nenhuma categoria encontrada",6.2,"sim"
"1166","ANEEL-PD-00371-0028","Método de Detecção e Proteção Contra a Condição Runaway em Reguladores de Tensão Instalados em Redes de Distribuição Ativas.","6.2",6.2,"sim"
"1167","ANEEL-PD-00371-0029","Medição e validação do consumo de energia usando dispositivos móveis, técnicas de processamento de imagens e inteligência computacional","nenhuma categoria encontrada",6.2,"sim"
"1168","ANEEL-PD-00037-0026","CABEÇA DE SÉRIE - CHAVE FUSÍVEL CONTRA AÇÃO DE TERCEIRO","nenhuma categoria encontrada",6.2,"sim"
"1169","ANEEL-PD-00371-0023","ESTUDO DO DESEMPENHO FÍSICO-QUÍMICO E MECÂNICO DE NANOMATERIAIS PROTETIVOS EM COMPONENTES DO SISTEMA DE REDES DE DISTRIBUIÇÃO DE ENERGIA EM AMBIENTES DE ELEVADA AGRESSIVIDADE","6.2",6.2,"sim"
"1170","ANEEL-PD-00371-0025","Metodologia de Avaliação de Projetos de Pesquisa e Desenvolvimento Regulados pela ANEEL","6.2",6.2,"sim"
"1171","ANEEL-PD-06491-0369","DESENVOLVIMENTO DE CRITÉRIOS PARA DIMENSIONAMENTO DE BACIAS DE DISSIPAÇÃO DE ENERGIA COM USO DE FLARING PIERS UTILIZANDO MODELO HIDRÁULICO REDUZIDO","nenhuma categoria encontrada",3.6,"sim"
"1172","ANEEL-PD-06491-0351","TECNOLOGIAS ALTERNATIVAS PARA MELHORIA DE DESEMPENHO DE ISOLADORES DE LINHAS DE TRANSMISSÃO E DISTRIBUIÇÃO (CLASSE 69 KV OU SUPERIOR)","""6.2"", ""7.1""",7.1,"sim"
"1173","ANEEL-PD-02866-0376","ISOLADOR INTELIGENTE - NOVOS MECANISMOS DE PROTEÇÃO SUPERFICIAL E MELHORIA DE PROPRIEDADES DOS MATERIAIS","6.2",6.2,"sim"
"1174","ANEEL-PD-02866-0400","DESENVOLVIMENTO DE METODOLOGIA PARA REALIZAÇÃO DE MANUTENÇÃO  EM REDES COMPACTAS DE 34,5 KV COM LINHA VIVA PELO MÉTODO AO CONTATO","nenhuma categoria encontrada",6.2,"sim"
"1175","ANEEL-PD-02866-0404","CORTE SELETIVO DE CARGA EM CONSUMIDORES E ALIMENTADORES DE DISTRIBUIÇÃO","nenhuma categoria encontrada",6.2,"sim"
"1176","ANEEL-PD-02866-0408","APLICAÇÃO DE MÉTODOS DE RECONHECIMENTO DE PADRÕES PARA IDENTIFICAÇÃO DO TIPO E DO LOCAL DA FALTA EM SISTEMAS DE DISTRIBUIÇÃO","6.2",6.2,"sim"
"1177","ANEEL-PD-06491-0379","SISTEMA DE MONITORAMENTO ÓPTICO DE MULTIPARÂMETROS PARA TRANSFORMADORES DE POTÊNCIA","6.2",6.2,"sim"
"1178","ANEEL-PD-02607-0044","Estudo de Acoes para Mitigacao de Riscos de Desligamentos das Linhas de Transmissao por Queimadas e Avaliacao de Metodos de Manutencao de Faixas de Servidao","6.2",6.2,"sim"
"1179","ANEEL-PD-06683-0116","Desenvolvimento de metodologia para o monitoramento da integridade estrutural, limpeza e manutenção de linhas de """"Log Boom"""" de usinas hidrelétricas","nenhuma categoria encontrada",NA,"não"
"1180","ANEEL-PD-06072-0420","Análise Técnica da Iluminação LED em Instalações Elétricas de Baixa Tensão","1.4",1.2,"sim"
"1181","ANEEL-PD-06072-0454","Lote Pioneiro da Sonda desenvolvida nos Projetos: PD-6072-0277/2011 e PD-0406-010/2006: """"PROPOSTA DE PROCEDIMENTO PARA ANÁLISE DE PEDIDOS DE RESSARCIMENTO UTILIZANDO REGISTROS DE PERTURBAÇÕES"""".","nenhuma categoria encontrada",NA,"não"
"1182","ANEEL-PD-00063-3020","PA3020 - Desenvolvimento de sistemas inteligentes para monitoramento, desagregação e análise de consumo utilizando tecnologias modernas de sensoriamento","""1.4"", ""7.1""",1.4,"sim"
"1183","ANEEL-PD-06491-0265","PRODUÇÃO DE KIT DE IMUNODIAGNÓSTICO PARA IDENTIFICAR METAIS TÓXICOS E POLUENTES DESREGULADORES ESTROGÊNICOS EM RESERVATÓRIOS E MANANCIAIS","nenhuma categoria encontrada",6.1,"sim"
"1184","ANEEL-PD-06491-0365","DESENVOLVIMENTO DE METODOLOGIA, INDICADORES OPERACIONAIS E PRÁTICAS AMBIENTAIS PARA APLICAÇÃO DE ÓLEOS BIOLUBRIFICANTES EM EQUIPAMENTOS DE PEQUENO PORTE DE USINAS DE GERAÇÃO DE ENERGIA ELÉTRICA","nenhuma categoria encontrada",6.1,"sim"
"1185","ANEEL-PD-00040-0022","Avaliação da integridade estrutural de postes de distribuição por meio de monitoramentos dinâmicos","6.2",6.2,"sim"
"1186","ANEEL-PD-00068-0037","Sistema especialista para tomada de Decisão visando Gestão Otimizada de Ativos em Sistemas de Transmissão de Energia Elétrica","6.2",6.2,"sim"
"1187","ANEEL-PD-00086-0001","Nacionalização de módulo de corte e religamento de energia elétrica à consumidores do grupo B.","nenhuma categoria encontrada",6.2,"sim"
"1188","ANEEL-PD-05785-5201","Desenvolvimento e aplicação de controladores de chaves seccionadoras de alta tensão","3.1",6.2,"sim"
"1189","ANEEL-PD-05785-5203","Desenvolvimento de uma Metodologia para Monitoramento e Controle de Vegetação Interferente com Linhas de Transmissão, Considerando os Riscos à Operação do Sistema Elétrico.","6.2",6.2,"sim"
"1190","ANEEL-PD-05707-5301","Desenvolvimento de uma Metodologia para Automatização dos Procedimentos de Manobra em Redes de Distribuição e Integração no Ambiente Computacional SIGPROD","6.2",6.2,"sim"
"1191","ANEEL-PD-05785-5202","Desenvolvimento e Aplicação de Sistema Integrado Inovador visando a Renovação do Parque de Transformadores da CEEE-GT - Fase II","7.1",7.1,"sim"
"1192","ANEEL-PD-00068-0038","Fornecimento de serviços ancilares com sistemas de armazenamento de energia em sistemas elétricos com elevada penetração de geração intermitente","6.3",6.3,"sim"
"1193","ANEEL-PD-02609-0003","Metodologia de inferencia computacional visando melhorias no processo de identificacao, prevencao e tratamento de doencas ergonomicas","nenhuma categoria encontrada",6.2,"sim"
"1194","ANEEL-PD-00390-1036","Projeto e desenvolvimento de equipamento eletrônico e metodologia de ação para auxílio na detecção de fraudes e roubo de energia elétrica","nenhuma categoria encontrada",6.2,"sim"
"1195","ANEEL-PD-02937-3018","PA3018 - Inserção técnico-comercial para implementação, desenvolvimento e análise de aplicações de tecnologias de armazenamento de energia na operação de redes de distribuição da CPFL","""1.4"", ""6.3""",6.3,"sim"
"1196","ANEEL-PD-00386-1607","Desenvolvimento de um algoritmo baseado no modelo heurístico Fruit Fly Optimization Algorithm para aplicação da funcionalidade Virtual Power Plant na gestão dos recursos energéticos distribuídos..","7.1",6.2,"sim"
"1197","ANEEL-PD-05216-1608","OPV Adesivo - Filmes de OPV aplicados a fachadas de vidro por adesivação","nenhuma categoria encontrada",3.7,"sim"
"1198","ANEEL-PD-00386-1606","Desenvolvimento de uma Ferramenta de Gestão Energética Remota Baseada em Algoritmos de Desagregação de Cargas (NILM) para Unidades Consumidoras Industriais","1.4",1.4,"sim"
"1199","ANEEL-PD-07019-0042","Sistema de Armazenamento de Energia Conectado à Rede Elétrica que Alimenta Comunidades Remotas e com Operação Ilhada","""6.2"", ""6.3""",NA,"não"
"1200","ANEEL-PD-07019-0044","Uso de acumuladores de energia associados a geração fotovoltaica para aumentar a eficiência de geradores a diesel que atendem comunidades isoladas","nenhuma categoria encontrada",3.1,"sim"
"1201","ANEEL-PD-07019-0043","Uso de Tecnologias Avançadas de Baterias em Sistema de Armazenamento de Energia para Integração a Miniusinas Fotovoltaicas em Comunidades Isoladas","""6.2"", ""6.3""",NA,"não"
"1202","ANEEL-PD-04950-0721","ARRANJOS TÉCNICOS E COMERCIAIS PARA A INSERÇÃO DE SISTEMAS DE ARMAZENAMENTO DE ENERGIA EM COMBINAÇÃO COM SISTEMAS DE GERAÇÃO DISTRIBUÍDA NAS REDES DE DISTRIBUIÇÃO BRASILEIRAS","""6.2"", ""6.3"", ""7.1""",6.3,"sim"
"1203","ANEEL-PD-05697-0021","Sistema de armazenamento de energia elétrica móvel de grande capacidade para redução de demanda no horário de ponta e suporte de serviços anci-lares para a rede de distribuição","""5.2"", ""6.3""",6.3,"sim"
"1204","ANEEL-PD-00394-1606","Desenvolvimento de sinergia entre as fontes hidrelétrica e solar com armazenamento de energias sazonais e intermitentes em sistemas a hidrogênio e eletroquímico (SHSBH2)","5.1",6.3,"sim"
"1205","ANEEL-PD-02866-0460","SISTEMA HÍBRIDO INTEGRADO COM ARMAZENAMENTO DE ENERGIA PARA ÁREAS ISOLADAS","6.3",6.3,"sim"
"1206","ANEEL-PD-02866-0442","SISTEMA DE CONTROLE ÓTIMO DE MICROGRID COM ARMAZENAMENTO DE ENERGIA PARA SMARTGRID","""6.2"", ""6.3""",6.3,"sim"
"1207","ANEEL-PD-02866-0444","ALGORITMO MULTICRITÉRIO ESPACIAL P/ APLICAÇÃO DE BATERIAS P/ QUALIDADE DO FORNECIMENTO","7.1",6.3,"sim"
"1208","ANEEL-PD-02866-0454","SISTEMA DE ARMAZENAMENTO TRANSPORTÁVEL PARA SUPORTE A CONTINGÊNCIAS PROGRAMADAS EM SES","nenhuma categoria encontrada",6.3,"sim"
"1209","ANEEL-PD-02866-0450","SISTEMA NACIONAL DE ARMAZENAMENTO E GESTÃO ENERGÉTICA PARA ELETROPOSTO BIDIRECIONAL","nenhuma categoria encontrada",6.2,"sim"
"1210","ANEEL-PD-02866-0462","BATERIAS DE PEQUENO PORTE RESIDENCIAL INTEGRADAS AO CONCEITO DE HEM E GLD","nenhuma categoria encontrada",6.3,"sim"
"1211","ANEEL-PD-00397-3026","PA3026 - Inserção de Sistema de Armazenamento em Configurações Múltiplas para Suporte à Geração Eólica","""1.4"", ""3.2"", ""3.3""",1.4,"sim"
"1212","ANEEL-PD-00063-3025","PA3025 - Sistema de Armazenamento Integrado à mais de uma fonte energética - Gestão Híbrida de Sistema Energético Multi-fontes","""1.4"", ""7.1""",6.3,"sim"
"1213","ANEEL-PD-04950-0722","Análise de Arranjo Técnico e Comercial baseado em uma Planta Piloto de Sistema Distribuído de Armazenamento de Energia em Alimentador Crítico da Rede de Distribuição de 13,8 kV","""6.2"", ""6.3"", ""7.1""",7.1,"sim"
"1214","ANEEL-PD-02866-0452","DESENVOLVIMENTO NACIONAL DE SISTEMA DE ARMAZENAMENTO PADRÃO DE ENERGIA COM BATERIAS RESIDENCIAIS (SÓDIO-NÍQUEL) E CONTROLE INTELIGENTE PARA O ARMAZENAMENTO DISTRIBUÍDO EM REDES DE BAIXA TENSÃO","""6.2"", ""6.3""",6.3,"sim"
"1215","ANEEL-PD-04951-0723","Geração de Ponta em Centros de Carga com Usinas Hidráulicas Reversíveis em Reservatórios Existentes na Região Sudeste e Propostas de Adequação do Arcabouço Regulatório e Comercial do SEB","nenhuma categoria encontrada",3.7,"sim"
"1216","ANEEL-PD-00039-0076","Sistema Inteligente de Armazenamento de Energia e Gerenciamento de Demanda para Aplicações de Pequeno Porte com Integração de Geração Distribuída e Conexão para Veículos Elétricos","""6.2"", ""6.3""",6.3,"sim"
"1217","ANEEL-PD-10381-0001","Sistemas integrados de geração e armazenamento de energia: conceituação e proposta de desenvolvimento para aplicação no sistema elétrico brasileiro","6.3",NA,"não"
"1218","ANEEL-PD-00043-0516","Otimização Multiobjetivo de Recursos Energéticos Distribuídos visando Sustentabilidade e Confiabilidade em Microrredes Isoladas incluindo Sistema de Armazenamento de Energia com Baterias","6.3",6.3,"sim"
"1219","ANEEL-PD-06248-1603","Aplicação e Aferição de Novas Tecnologias para Melhoria de Desempenho de Linhas de Transmissão Instaladas em Condições Extremamente Inóspitas frente a Descargas Atmosféricas","6.2",6.2,"sim"
"1220","ANEEL-PD-02609-0042","Aplicativo computacional inteligente de aquisição e tratamento automático de imagens para monitoramento de manobras de chaves seccionadoras, inspeção e diagnóstico de falhas em equipamentos","nenhuma categoria encontrada",6.2,"sim"
"1221","ANEEL-PD-00026-0111","Estudo para o desenvolvimento de um controle PWM para sistemas solares fotovoltaicos conectados à rede","6.2",3.1,"sim"
"1222","ANEEL-PD-05161-0011","Desenvolvimento de Sistema de Previsão da Qualidade e da Quantidade de Água  em Reservatórios de Uso Múltiplo: Reservatório de Lajes - ProLajes","2.1",6.1,"sim"
"1223","ANEEL-PD-00391-0025","SIMPLEX-MP Algoritmo multi-objetivo aplicado à sistema para integração da manutenção, da expansão, de perdas e de serviços baseados na confiabilidade da rede de distribuição","""6.2"", ""7.1""",7.1,"sim"
"1224","ANEEL-PD-00391-0026","EQUIPAMENTO RASTREADOR DE CURTO-CIRCUITO PERMANENTE EM REDES DE DISTRIBUIÇÃO","6.2",6.2,"sim"
"1225","ANEEL-PD-00380-0026","EQUIPAMENTO RASTREADOR DE CURTO-CIRCUITO PERMANENTE EM REDES DE DISTRIBUIÇÃO","6.2",6.2,"sim"
"1226","ANEEL-PD-06958-0001","Desenvolvimento de um sistema inteligente de detecção e monitoramento para evitar sinistros com queda de torres de transmissão de energia.","6.2",6.2,"sim"
"1227","ANEEL-PD-09344-0001","Geração de Ponta em Centros de Carga com Usinas Hidráulicas Reversíveis em Reservatórios Existentes na Região Sudeste e Propostas de Adequação do Arcabouço Regulatório e Comercial do SEB","nenhuma categoria encontrada",3.7,"sim"
"1228","ANEEL-PD-05012-0045","Diagnóstico e Desenvolvimento de Metodologia de Inspeção Preditiva e Não Destrutiva da Corrosão dos Estais das Torres de Transmissão de Energia - Estudo de Caso: LT 230 kV Paraíso - Açú.","6.2",6.2,"sim"
"1229","ANEEL-PD-06491-0427","Projeto Estratégico Tema 21 - Usinas hidrelétricas reversíveis: implantação e oportunidades de otimização integrada da operação eletroenergética de curto prazo em cascatas..","nenhuma categoria encontrada",NA,"não"
"1230","ANEEL-PD-00063-3027","PA3027 - Metodologia DEA e REA como Indicador da Eficiência de Concessionárias de Distribuição","nenhuma categoria encontrada",6.2,"sim"
"1231","ANEEL-PD-09344-1702","Desenvolvimento de protótipo de barreira metálica removível para contenção de cheias em áreas antropizadas às margens dos reservatórios de usinas hidrelétricas","nenhuma categoria encontrada",6.1,"sim"
"1232","ANEEL-PD-06491-0391","MODELOS MATEMÁTICOS E COMPUTACIONAIS NÃO-CONVENCIONAIS PARA FORMAÇÃO DE BASE DE CONFIABILIDADE DE ATIVOS ORIENTADA PARA ATIVIDADES DE MANUTENÇÃO NA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA","6.2",6.2,"sim"
"1233","ANEEL-PD-02937-3022","PA3022 - Forecast Contingência - Metodologia de previsão meteorológica com níveis de criticidade operacional","nenhuma categoria encontrada",6.2,"sim"
"1234","ANEEL-PD-02866-0464","METODOLOGIA PARA ANÁLISE, MONITORAMENTO E GERENCIAMENTO DA GD POR FONTES INCENTIVADAS","nenhuma categoria encontrada",3.7,"sim"
"1235","ANEEL-PD-02866-0466","CÉLULA SOLAR HÍBRIDA : DESENVOLVIMENTO DE NOVOS CONVERSORES FOTOVOLTAICOS DE ALTO DESEMPENHO","3.1",3.1,"sim"
"1236","ANEEL-PD-06491-0353","DESENVOLVIMENTO DE UM MÉTODO AUTOMÁTICO PARA ESTIMATIVA OTIMIZADA DA DIRETRIZ DO TRAÇADO DE LINHAS DE TRANSMISSÃO DE ENERGIA USANDO UM MODELO INVERSO DE PROGRAMAÇÃO DINÂMICA E VARIÁVEIS METEOROLÓGICAS","""6.2"", ""7.1""",7.1,"sim"
"1237","ANEEL-PD-05161-0012","Metodologia para Testes de Sistemas de Proteção de Geradores","6.2",6.2,"sim"
"1238","ANEEL-PD-00048-0117","Plataforma Solar de Petrolina","nenhuma categoria encontrada",3.1,"sim"
"1239","ANEEL-PD-02651-0013","Desenvolvimento de Sistema de Realidade Virtual e Aumentada Para Treinamento e Auxílio à Manutenção","6.2",6.2,"sim"
"1240","ANEEL-PD-00405-1701","Incorporando a incerteza de contingências e de variações climáticas na contratação ótima dos montantes de uso (MUST/D) em redes com forte inserção de geração distribuída renovável","""6.2"", ""7.1""",NA,"não"
"1241","ANEEL-PD-00063-3024","DE3024 - DESENVOLVIMENTO DE TURBINA EÓLICA DE EIXO VERTICAL - TEEV, COM TECNOLOGIA INOVADORA","""3.2"", ""3.3""",3.2,"sim"
"1242","ANEEL-PD-00043-0116","Dispositivo para Monitoramento da Vida útil Remanescente de Baterias Chumbo-Ácidas Estacionárias aplicadas em Subestações e Chaves de distribuição","6.2",6.2,"sim"
"1243","ANEEL-PD-00043-0216","Desenvolvimento de uma Fonte para Injeção de Corrente em Malha de Terra para Medição de Resistência de Aterramento em Subestações","7.1",7.1,"sim"
"1244","ANEEL-PD-00043-0416","Desenvolvimento de Solução Automatizada e Inteligente associada a Equipamentos de Proteção para melhorar a Gestão e Segurança dos Eletricistas","nenhuma categoria encontrada",6.2,"sim"
"1245","ANEEL-PD-05697-0814","Proposição de Metodologia e Obtenção dos Limites de Suportabilidade Dielétrica e Térmica de Eletrodomésticos Visando Consubstanciar Pareceres Sobre Pedidos de Indenização por Danos Elétricos","3.1",6.2,"sim"
"1246","ANEEL-PD-06491-0383","DESENVOLVIMENTO DE MÉTODOS MOLECULARES DE ÚLTIMA GERAÇÃO PARA IDENTIFICAÇÃO, QUANTIFICAÇÃO E MONITORAMENTO DA PRESENÇA DE ESPÉCIES EXÓTICAS INVASORAS EM RESERVATÓRIOS DE USINAS HIDRELÉTRICAS","nenhuma categoria encontrada",3.6,"sim"
"1247","ANEEL-PD-00043-0316","Sistema de Detecção de Água em Óleo de Transformador usando microondas","""2.1"", ""6.2""",6.2,"sim"
"1248","ANEEL-PD-02937-3033","PA3033 - Fontes Renováveis e Eficiência Energética no IFSP Campus Boituva como Vetores para Novos Cursos e Redução de suas Despesas de Energia Elétrica","1.4",3.7,"sim"
"1249","ANEEL-PD-00063-3032","PA3032 - Desenvolvimento de um modelo de Campus Sustentável na UNICAMP - Laboratório vivo de aplicações de minigeração renovável, eficiência energética, monitoramento e gestão do consumo de energia","1.4",1.2,"sim"
"1250","ANEEL-PD-00396-3034","PA3024 - Soluções Inovadoras de Eficiência Energética e Minigeração em Instituição Pública Federal de Ensino Superior: Uma Abordagem na UFSM","1.4",1.4,"sim"
"1251","ANEEL-PD-00051-0217","IF SOLARES - Conforme Chamada Nº 001/2016 Projeto Prioritário de Eficiência Energética e Estratégico de P&D: """"Eficiência Energética e Minigeração em Instituições Públicas de Educação Superior""""","1.4",NA,"não"
"1252","ANEEL-PD-00051-0117","Alocação Ótima e Avaliação dos Impactos dos Níveis de Penetração da Geração Fotovoltaica no Desempenho da Rede de Eletricidade da DME Distribuição S/A - Conforme chamada pública Nº 001/2016 ANEEL.","""1.4"", ""6.2"", ""7.1""",3.1,"sim"
"1253","ANEEL-PD-00039-0077","Desenvolvimento de Sistemas de Monitoramento de Dados e Mitigação de Oscilações da Rede de Distribuição para Avaliação de Impactos da Minigeração na Qualidade da Energia da UNILAB <U+0096> Campus Auroras","6.2",NA,"não"
"1254","ANEEL-PD-00038-0019","APLICAÇÃO DE UM TRANSFORMADOR DE ESTADO SÓLIDO EM REDE DE DISTRIBUIÇÃO EM ESCALA REDUZIDA CONECTADO A UM SISTEMA DE MINIGERAÇÃO FOTOVOLTAICA","""3.1"", ""6.2"", ""7.1""",6.2,"sim"
"1255","ANEEL-PD-02866-0366","DESENVOLVIMENTO DE UMA PROPOSTA PARA PADRÃO DE INTEROPERABILIDADE E PERMUTABILIDADE ENTRE DISPOSITIVOS MEDIDORES DE ENERGIA ELÉTRICA","nenhuma categoria encontrada",6.2,"sim"
"1256","ANEEL-PD-00044-0032","Instalação, análise e avaliação de sistemas de geração solar fotovoltaica integrados a um sistema supervisório para monitoramento e manutenção da eficiência energética","""1.4"", ""3.1"", ""6.2""",3.1,"sim"
"1257","ANEEL-PD-00404-1609","Avaliação de tecnologias de armazenamento de energia e de soluções de gerenciamento da operação e manutenção para aplicação em sistemas isolados no Pantanal Sul-mato-grossense","""6.2"", ""6.3""",6.3,"sim"
"1258","ANEEL-PD-00391-0027","Cabeça-de-Série do Projeto Aprimoramento e Aplicação de Filtro Ativo de Potência","nenhuma categoria encontrada",6.2,"sim"
"1259","ANEEL-PD-06072-0657","""""Projeto Prioritário de Eficiência Energética e Estratégico de PeD: """"Eficiência Energética e Minigeração no Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG""""","1.4",NA,"não"
"1260","ANEEL-PD-06072-0656","Eficiência Energética e Minigeração na Universidade Federal de Goiás - UFG","1.4",1.4,"sim"
"1261","ANEEL-PD-02866-0468","GERENCIADOR E INVERSOR INTELIGENTE PARA CONEXÃO DE SISTEMAS FOTOVOLTAICOS EM GERAÇÃO DISTRIBUÍDA DE ENERGIA.","nenhuma categoria encontrada",3.1,"sim"
"1262","ANEEL-PD-02866-0470","DESENVOLVIMENTO DE MINIRREDES COM FONTES DE ENERGIA RENOVÁVEIS NÃO CONVENCIONAIS","nenhuma categoria encontrada",3.7,"sim"
"1263","ANEEL-PD-02866-0472","GERAÇÃO DE ENERGIA ELÉTRICA POR METANIZAÇÃO E GASEIFICAÇÃO A PARTIR DE RESÍDUOS SÓLIDOS ORGÂNICOS","3.4",3.4,"sim"
"1264","ANEEL-PD-00383-0061","Lote pioneiro para produção de Conjunto Parafuso de Segurança com Chave Eletrônica Especial para combate a perdas não comerciais.","nenhuma categoria encontrada",6.2,"sim"
"1265","ANEEL-PD-00380-0021","Metodologia para Gerenciamento da Qualidade do Produto com Módulo de Alocação Ótima de Religadores considerando VTCDs","nenhuma categoria encontrada",NA,"não"
"1266","ANEEL-PD-02651-0015","Desenvolvimento de modelo para avaliar o desempenho do sistema de aterramento de uma linha de transmissão frente a descargas atmosféricas com base nas condições ambientais","6.2",6.2,"sim"
"1267","ANEEL-PD-06491-0311","DESENVOLVIMENTO DE METODOLOGIA DE PROJETO DE TORRES DE TRANSMISSÃO BASEADA EM OTIMIZAÇÃO","nenhuma categoria encontrada",6.2,"sim"
