"","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_Executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2018","valor_executado_2019","valor_executado_2020","descricao_do_projeto2","iea1_1","iea1_2","iea1_3","iea1_4","iea2_1","iea2_2","iea2_3","iea3_1","iea3_2","iea3_3","iea3_4","iea3_5","iea3_6","iea3_7","iea4_1","iea4_2","iea5_1","iea5_2","iea6_1","iea6_2","iea6_3","iea7_1","iea7_2"
"1","Bndes-20800411","Bndes",2021-06-28,2027-12-28,2374,"CONTRATACAO DE CREDITO PARA AQUISICAO OU PRODUCAO DE MAQUINAS E EQUIPAMENTOS.","ATIVO",667886.6,0,"Bndes","empresa pública","REEMBOLSÁVEL","S A USINA CORURIPE ACUCAR E ALCOOL","PRIVADA","IE","IE","pública",NA,NA,NA,NA,NA,NA,NA,NA,"contratacao de credito para aquisicao ou producao de maquinas e equipamentos.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2","Bndes-20800271","Bndes",2021-06-24,2037-06-24,5844,"CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","ATIVO",644345,0,"Bndes","empresa pública","REEMBOLSÁVEL","WD AGROINDUSTRIAL LTDA","PRIVADA","MG","SE","pública",NA,NA,NA,NA,NA,NA,NA,NA,"contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3","Bndes-20800341","Bndes",2021-05-27,2037-05-27,5844,"CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO, BEM COMO COMERCIALIZACAO OUPRODUCAO DE MAQUINAS E EQUIPAMENTOS.","ATIVO",747500,0,"Bndes","empresa pública","REEMBOLSÁVEL","SCHULZ COMPRESSORES LTDA","PRIVADA","SC","S","pública",NA,NA,NA,NA,NA,NA,NA,NA,"contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado, bem como comercializacao ouproducao de maquinas e equipamentos.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4","Bndes-20800021","Bndes",2021-02-08,2037-02-08,5844,"CONTRATACAO DE CREDITO PARA AQUISICAO DE MAQUINAS E EQUIPAMENTOS.","ATIVO",156000,0,"Bndes","empresa pública","REEMBOLSÁVEL","USINA CERRADAO LTDA","PRIVADA","MG","SE","pública",NA,NA,NA,NA,NA,NA,NA,NA,"contratacao de credito para aquisicao de maquinas e equipamentos.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"5","Bndes-20800021","Bndes",2021-02-08,2037-02-08,5844,"CONTRATACAO DE CREDITO PARA AQUISICAO DE MAQUINAS E EQUIPAMENTOS.","ATIVO",1101056.87,0,"Bndes","empresa pública","REEMBOLSÁVEL","USINA CERRADAO LTDA","PRIVADA","MG","SE","pública",NA,NA,NA,NA,NA,NA,NA,NA,"contratacao de credito para aquisicao de maquinas e equipamentos.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"6","Bndes-20902581","Bndes",2021-01-26,2023-07-26,911,"INVESTIMENTO EM PESQUISA E DESENVOLVIMENTO NO AMBITO DO BNDES-FUNTTEL.","ATIVO",20000000,0,"Bndes","empresa pública","REEMBOLSÁVEL","TERACOM TELEMATICA S.A.","PRIVADA","RS","S","pública",NA,NA,NA,NA,NA,NA,NA,NA,"investimento em pesquisa e desenvolvimento no ambito do bndes-funttel.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"7","Bndes-20800281","Bndes",2021-01-19,2028-01-19,2556,"LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","ATIVO",8932732.26,0,"Bndes","empresa pública","REEMBOLSÁVEL","VETORE IND E COM DE AUTOPECAS LTDA","PRIVADA","PR","S","pública",NA,NA,NA,NA,NA,NA,NA,NA,"limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"8","Bndes-20204671","Bndes",2020-12-29,2032-12-29,4383,"A) PLANO DE INVESTIMENTOS EM INOVACOES DE PROCESSOS NAS QUATRO USINAS DO GRUPO SAO MARTINHO, SITUADAS EM PRADOPOLIS/SP, AMERICO BRASILENSE/SP, IRACEMAPOLIS/SP E QUIRINOPOLIS/ GO   C) CONSTRUCAO DE SILOS PARA ARMAZENAGEM DE MILHO E DDG1, NA PLANTA DE ETANOL DE MILHO EM QUIRINOPOLIS/GO","ATIVO",88000000,40155.1448779375,"Bndes","empresa pública","REEMBOLSÁVEL","SAO MARTINHO S/A","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,40155.1448779375,"a) plano de investimentos em inovacoes de processos nas quatro usinas do grupo sao martinho, situadas em pradopolis/sp, americo brasilense/sp, iracemapolis/sp e quirinopolis/ go   c) construcao de silos para armazenagem de milho e ddg1, na planta de etanol de milho em quirinopolis/go",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9","Bndes-20204671","Bndes",2020-12-29,2040-12-29,7305,"B) IMPLANTACAO DE PLANTA DE ETANOL DE MILHO NA USINA BOA VISTA EM QUIRINOPOLIS/GO, COM CAPACIDADE DE PRODUCAO DE ATE 209MIL M DE ETANOL ANIDRO POR ANO.","ATIVO",50033000,13698.288843258,"Bndes","empresa pública","REEMBOLSÁVEL","SAO MARTINHO S/A","PRIVADA","GO","CO","pública",0,0,0,0,0,0,0,13698.288843258,"b) implantacao de planta de etanol de milho na usina boa vista em quirinopolis/go, com capacidade de producao de ate 209mil m de etanol anidro por ano.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"10","Bndes-20800261","Bndes",2020-12-11,2036-12-11,5844,"CONTRATACAO DE LIMITE DE CREDITO PARA FINANCIAMENTO A AQUISICAO DE MAQUINAS, EQUIPAMENTOS, MATERIAIS INDUSTRIALIZADOS E/OU DE CAPITAL DE GIRO ASSOCIADO.","ATIVO",147189.05,503.727070499658,"Bndes","empresa pública","REEMBOLSÁVEL","WD AGROINDUSTRIAL LTDA","PRIVADA","MG","SE","pública",0,0,0,0,0,0,0,503.727070499658,"contratacao de limite de credito para financiamento a aquisicao de maquinas, equipamentos, materiais industrializados e/ou de capital de giro associado.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"11","Bndes-20202431","Bndes",2020-09-17,2020-09-17,0,"APOIO A PROJETOS RELACIONADOS AO COMBATE, TRATAMENTO E DIAGNOSTICO DO CORONAVIRUS (COVID-19), POR MEIO DE PARCERIA COM AEMBRAPII E SUAS UNIDADES CREDENCIADAS, EM                   CONJUNTO COM EMPRESAS PARCEIRAS","ATIVO",20000000,20000000,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","ASSOCIACAO BRASILEIRA DE PESQUISA E INOVACAO INDUSTRIAL","PRIVADA","IE","IE","pública",NA,NA,NA,NA,NA,NA,NA,20000000,"apoio a projetos relacionados ao combate, tratamento e diagnostico do coronavirus (covid-19), por meio de parceria com aembrapii e suas unidades credenciadas, em                   conjunto com empresas parceiras",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12","Bndes-20202601","Bndes",2020-09-15,2020-09-15,0,"AVALIACAO DE SOLUCOES INTEGRADAS DE IOT EM FAZENDAS LOCALIZADAS EM PARANAPANEMA,                                        SP E PARANATINGA, MT QUE, COM BASE NO MONITORAMENTO E PROCESSAMENTO DE                                                  INFORMACOES, PRODUZAM RECOMENDACOES SOBRE O USO DE RECURSOS NATURAIS, INSUMOS E                                         MAQUINARIO DE FORMA A ELEVAR A EFICIENCIA DOS PROCESSOS PRODUTIVOS.","ATIVO",2800000,2800000,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FACULDADES CATOLICAS","PRIVADA","SP","SE","pública",NA,NA,NA,NA,NA,NA,NA,2800000,"avaliacao de solucoes integradas de iot em fazendas localizadas em paranapanema,                                        sp e paranatinga, mt que, com base no monitoramento e processamento de                                                  informacoes, produzam recomendacoes sobre o uso de recursos naturais, insumos e                                         maquinario de forma a elevar a eficiencia dos processos produtivos.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","Bndes-20200671","Bndes",2020-09-14,2020-09-14,0,"TESTAR SISTEMA DE IOT PARA OTIMIZACAO DA INFRAESTRUTURA HOSPITALAR E PUBLICAR RELATORIO DE AVALIACAO DE EFETIVIDADE DAS SOLUCOES TESTADAS, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","ATIVO",2768717,2768717,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FACULDADES CATOLICAS","PRIVADA","RJ","SE","pública",NA,NA,NA,NA,NA,NA,NA,2768717,"testar sistema de iot para otimizacao da infraestrutura hospitalar e publicar relatorio de avaliacao de efetividade das solucoes testadas, no ambito do bndes pilotos de iot  saude.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","Bndes-20901491","Bndes",2020-08-19,2025-08-19,1826,"INVESTIMENTO EM EQUIPE DE PESQUISA E DESENVOLVIMENTO; TREINAMENTO; MARKETING E COMERCIALIZACAO; NO AMBITO DO BNDES FINEM/ LINHA INCENTIVADA B - INVESTIMENTOS NO DESENVOLVIMENTO DA INDUSTRIA NACIONAL DE SOFTWARE E SERVICOS CORRELATOS.","ATIVO",12375000,908132.530120482,"Bndes","empresa pública","REEMBOLSÁVEL","MAGNA SISTEMAS CONSULTORIA S/A","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,908132.530120482,"investimento em equipe de pesquisa e desenvolvimento; treinamento; marketing e comercializacao; no ambito do bndes finem/ linha incentivada b - investimentos no desenvolvimento da industria nacional de software e servicos correlatos.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","Bndes-20901481","Bndes",2020-07-02,2040-07-02,7305,"PLANO DE INVESTIMENTOS DA EMPRESA EM INOVACAO E MODERNIZACAONO PERIODO DE OUT/2019 A DEZ/2021, VOLTADO PRINCIPALMENTE P ARA A EXPANSAO DO PORTFOLIO DE NOVOS COMPOSTOS E AUMENTO DA EFICIENCIA OPERACIONAL.","ATIVO",12098000,301414.92128679,"Bndes","empresa pública","REEMBOLSÁVEL","KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,301414.92128679,"plano de investimentos da empresa em inovacao e modernizacaono periodo de out/2019 a dez/2021, voltado principalmente p ara a expansao do portfolio de novos compostos e aumento da eficiencia operacional.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16","Bndes-20901481","Bndes",2020-07-02,2040-07-02,7305,"PLANO DE INVESTIMENTOS DA EMPRESA EM INOVACAO E MODERNIZACAONO PERIODO DE OUT/2019 A DEZ/2021, VOLTADO PRINCIPALMENTE P ARA A EXPANSAO DO PORTFOLIO DE NOVOS COMPOSTOS E AUMENTO DA EFICIENCIA OPERACIONAL.","ATIVO",12098000,301414.92128679,"Bndes","empresa pública","REEMBOLSÁVEL","KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,301414.92128679,"plano de investimentos da empresa em inovacao e modernizacaono periodo de out/2019 a dez/2021, voltado principalmente p ara a expansao do portfolio de novos compostos e aumento da eficiencia operacional.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"17","Bndes-20400081","Bndes",2020-07-02,2027-07-02,2556,"PLANO DE INVESTIMENTO.","ATIVO",10000000,712050.078247261,"Bndes","empresa pública","REEMBOLSÁVEL","DURIN INDUSTRIA DE PLASTICOS LTDA","PRIVADA","SC","S","pública",0,0,0,0,0,0,0,712050.078247261,"plano de investimento.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18","Bndes-20901071","Bndes",2020-06-23,2029-06-23,3287,"AMPLIACAO DA CAPACIDADE DA PLANTA INDUSTRIAL, NO ABATEDOURO DE AVES E NA FABRICA DE RACOES, EM JOAQUIM TAVORA/PR E AMPLIACAO DA FABRICA DE RACOES EM RIBEIRAO DO PINHAL/PR.","ATIVO",27418000,1593196.83602069,"Bndes","empresa pública","REEMBOLSÁVEL","FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA","PRIVADA","PR","S","pública",0,0,0,0,0,0,0,1593196.83602069,"ampliacao da capacidade da planta industrial, no abatedouro de aves e na fabrica de racoes, em joaquim tavora/pr e ampliacao da fabrica de racoes em ribeirao do pinhal/pr.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","Bndes-20900151","Bndes",2020-06-10,2027-06-10,2556,"IMPLANTACAO DE FABRICA DE RESINA NO MUNICIPIO DE LORENA, EM SAO PAULO.","ATIVO",21115000,1685234.74178404,"Bndes","empresa pública","REEMBOLSÁVEL","AVIBRAS INDUSTRIA AEROESPACIAL S A","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,1685234.74178404,"implantacao de fabrica de resina no municipio de lorena, em sao paulo.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","Bndes-19206521","Bndes",2020-04-06,2020-04-06,0,"INTEGRACAO DE TECNOLOGIAS, REALIZACAO DE TESTES E PUBLICACAODE RELATORIO DE AVALIACAO DO CUSTO-EFETIVIDADE DE DUAS SOLU COES PILOTO DE INTERNET DAS COISAS (IOT) PARA: (I) O MONITORAMENTO REMOTO DE PACIENTES PARA CONTROLE DE SEPSE EM CRIANCAS COM CANCER E; (II) O DIAGNOSTICO DE PACIENTES COM SINDROMEDA APNEIA OBSTRUTIVA DO SONO, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","ATIVO",500000,500000,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO","PRIVADA","SP","SE","pública",NA,NA,NA,NA,NA,NA,NA,500000,"integracao de tecnologias, realizacao de testes e publicacaode relatorio de avaliacao do custo-efetividade de duas solu coes piloto de internet das coisas (iot) para: (i) o monitoramento remoto de pacientes para controle de sepse em criancas com cancer e; (ii) o diagnostico de pacientes com sindromeda apneia obstrutiva do sono, no ambito do bndes pilotos de iot  saude.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"21","Bndes-19206521","Bndes",2020-04-06,2020-04-06,0,"INTEGRACAO DE TECNOLOGIAS, REALIZACAO DE TESTES E PUBLICACAODE RELATORIO DE AVALIACAO DO CUSTO-EFETIVIDADE DE DUAS SOLU COES PILOTO DE INTERNET DAS COISAS (IOT) PARA: (I) O MONITORAMENTO REMOTO DE PACIENTES PARA CONTROLE DE SEPSE EM CRIANCAS COM CANCER E; (II) O DIAGNOSTICO DE PACIENTES COM SINDROMEDA APNEIA OBSTRUTIVA DO SONO, NO AMBITO DO BNDES PILOTOS DE IOT  SAUDE.","ATIVO",500000,500000,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO","PRIVADA","SP","SE","pública",NA,NA,NA,NA,NA,NA,NA,500000,"integracao de tecnologias, realizacao de testes e publicacaode relatorio de avaliacao do custo-efetividade de duas solu coes piloto de internet das coisas (iot) para: (i) o monitoramento remoto de pacientes para controle de sepse em criancas com cancer e; (ii) o diagnostico de pacientes com sindromeda apneia obstrutiva do sono, no ambito do bndes pilotos de iot  saude.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"22","Bndes-19203751","Bndes",2020-02-17,2020-02-17,0,"TESTAR O CUSTO-EFETIVIDADE DE UM SISTEMA DE IOT PARA MONITORAMENTO DO ESTOQUE E AUTOMACAO DOS PEDIDOS DE REPOSICAO DE CILINDROS DE OXIGENIO, VIGILANCIA DO CONSUMO E REGISTRO DA POSOLOGIA.","ATIVO",1005008,1005008,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","CESAR CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE","PRIVADA","PE","NE","pública",NA,NA,NA,NA,NA,NA,NA,1005008,"testar o custo-efetividade de um sistema de iot para monitoramento do estoque e automacao dos pedidos de reposicao de cilindros de oxigenio, vigilancia do consumo e registro da posologia.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"23","Bndes-19900171","Bndes",2020-02-10,2028-02-10,2922,"APOIO AO PLANO DE INVESTIMENTOS EM INOVACAO DA APSEN, DURANTE O TRIENIO 2019-2021.","ATIVO",94886365.68,10553753.8829569,"Bndes","empresa pública","REEMBOLSÁVEL","APSEN FARMACEUTICA S/A","PRIVADA","SP","SE","pública",0,0,0,0,0,0,0,10553753.8829569,"apoio ao plano de investimentos em inovacao da apsen, durante o trienio 2019-2021.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"24","Bndes-19207651","Bndes",2020-01-31,2020-01-31,0,"REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","ATIVO",652022.32,652022.32,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES","PRIVADA","MG","SE","pública",NA,NA,NA,NA,NA,NA,NA,652022.32,"realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"25","Bndes-19207651","Bndes",2020-01-31,2020-01-31,0,"REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","ATIVO",473876.9,473876.9,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES","PRIVADA","MG","SE","pública",NA,NA,NA,NA,NA,NA,NA,473876.9,"realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"26","Bndes-19207651","Bndes",2020-01-31,2020-01-31,0,"REALIZACAO DE EXPERIMENTOS DE SOLUCOES DE INTERNET DAS COISAS FOCADAS EM ILUMINACAO INTELIGENTE E VIDEOMONITORAMENTO, BEM COMO DIVULGACAO DE RELATORIO DE AVALIACAO DO PROJETO, NO AMBITO DO BNDES PILOTOS DE IOT","ATIVO",312522.18,312522.18,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES","PRIVADA","RJ","SE","pública",NA,NA,NA,NA,NA,NA,NA,312522.18,"realizacao de experimentos de solucoes de internet das coisas focadas em iluminacao inteligente e videomonitoramento, bem como divulgacao de relatorio de avaliacao do projeto, no ambito do bndes pilotos de iot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"27","Bndes-19900131","Bndes",2020-01-31,2027-01-31,2557,"AQUISICAO DE EQUIPAMENTOS DE TELECOMUNICACOES E CABOS DE FIBRA OPTICA COM RECURSOS ORIUNDOS DO FUNTTEL.","ATIVO",12121636.71,1588090.84780993,"Bndes","empresa pública","REEMBOLSÁVEL","ADYLNET ACESSO A INTERNET LTDA","PRIVADA","RS","S","pública",0,0,0,0,0,0,0,1588090.84780993,"aquisicao de equipamentos de telecomunicacoes e cabos de fibra optica com recursos oriundos do funttel.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28","Bndes-19207851","Bndes",2020-01-22,2020-01-22,0,"AVALIACAO DE SOLUCOES INTEGRADAS DE IOT PARA AS CULTURAS DE SOJA, MILHO, ALGODAO, CANA-DE-ACUCAR E CRIACAO DE BOVINOS PARA CORTE, QUE REALIZEM O MONITORAMENTO E GEREM RECOMENDACOESIMPORTANTES PARA FINS DE OTIMIZACAO DE OPERACAO DE MAQUINAS AGRICOLAS, PREVISAO DE MICROCLIMA, GESTAO DE PRAGAS E PECUA RIA DE PRECISAO, NO AMBITO DO BNDES PILOTOS DE IOT - AMBIENTE RURAL.","ATIVO",1736016,1736016,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM","PRIVADA","SP","SE","pública",NA,NA,NA,NA,NA,NA,NA,1736016,"avaliacao de solucoes integradas de iot para as culturas de soja, milho, algodao, cana-de-acucar e criacao de bovinos para corte, que realizem o monitoramento e gerem recomendacoesimportantes para fins de otimizacao de operacao de maquinas agricolas, previsao de microclima, gestao de pragas e pecua ria de precisao, no ambito do bndes pilotos de iot - ambiente rural.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"29","Bndes-19207851","Bndes",2020-01-22,2020-01-22,0,"AVALIACAO DE SOLUCOES INTEGRADAS DE IOT PARA AS CULTURAS DE SOJA, MILHO, ALGODAO, CANA-DE-ACUCAR E CRIACAO DE BOVINOS PARA CORTE, QUE REALIZEM O MONITORAMENTO E GEREM RECOMENDACOESIMPORTANTES PARA FINS DE OTIMIZACAO DE OPERACAO DE MAQUINAS AGRICOLAS, PREVISAO DE MICROCLIMA, GESTAO DE PRAGAS E PECUA RIA DE PRECISAO, NO AMBITO DO BNDES PILOTOS DE IOT - AMBIENTE RURAL.","ATIVO",892316,892316,"Bndes","empresa pública","NÃO REEMBOLSÁVEL","FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM","PRIVADA","SP","SE","pública",NA,NA,NA,NA,NA,NA,NA,892316,"avaliacao de solucoes integradas de iot para as culturas de soja, milho, algodao, cana-de-acucar e criacao de bovinos para corte, que realizem o monitoramento e gerem recomendacoesimportantes para fins de otimizacao de operacao de maquinas agricolas, previsao de microclima, gestao de pragas e pecua ria de precisao, no ambito do bndes pilotos de iot - ambiente rural.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
